ANO_ELEICAO,NUM_TURNO,COD_MUN_IBGE,NOME_MACRO,CODIGO_CARGO,DESCRICAO_CARGO,NUMERO_PARTIDO,SIGLA_PARTIDO,QTDE_VOTOS,Num_Parties,Tot_votes_2000,Pct_Votes_2000,Rank,Incumbent,first_rank_vote_pct,second_rank_vote_pct,Win_Margin_2000,Pct_Votes_2004
2000,1,1101302,Norte,11,PREFEITO,15,PMDB,2451,3,6524,0.3756897608828939,2,0,0.5617719190680565,0.3756897608828939,-0.18608215818516255,0.33873219771013685
2000,1,1101401,Norte,11,PREFEITO,15,PMDB,4358,3,6094,0.7151296357072531,1,1,0.7151296357072531,0.22563176895306858,0.4894978667541845,0.47232472324723246
2000,1,1101435,Norte,11,PREFEITO,25,PFL,1735,3,4181,0.4149724946185123,1,1,0.4149724946185123,0.3138005261899067,0.1011719684286056,0.11085016439643025
2000,1,1101450,Norte,11,PREFEITO,15,PMDB,1338,2,2188,0.6115173674588665,1,1,0.6115173674588665,0.38848263254113347,0.22303473491773307,0.4937646141855027
2000,1,1101450,Norte,11,PREFEITO,25,PFL,850,2,2188,0.38848263254113347,2,0,0.6115173674588665,0.38848263254113347,-0.22303473491773307,0.4793452844894778
2000,1,1101468,Norte,11,PREFEITO,45,PSDB,480,3,1216,0.39473684210526316,1,1,0.39473684210526316,0.3824013157894737,0.012335526315789491,0.5464159811985899
2000,1,1101484,Norte,11,PREFEITO,13,PT,1497,3,3595,0.4164116828929068,1,1,0.4164116828929068,0.29235048678720443,0.12406119610570238,0.2714093959731544
2000,1,1101484,Norte,11,PREFEITO,14,PTB,1051,3,3595,0.29235048678720443,2,0,0.4164116828929068,0.29235048678720443,-0.12406119610570238,0.45503355704697984
2000,1,1101492,Norte,11,PREFEITO,15,PMDB,1487,4,4076,0.36481844946025516,2,0,0.49656526005888124,0.36481844946025516,-0.13174681059862609,0.5389161141539348
2000,1,1101559,Norte,11,PREFEITO,13,PT,1163,3,3583,0.3245883337984929,2,0,0.4914875802400223,0.3245883337984929,-0.16689924644152943,0.5845438698431145
2000,1,1101609,Norte,11,PREFEITO,15,PMDB,2423,3,5068,0.47809786898184686,2,0,0.4921073401736385,0.47809786898184686,-0.014009471191791634,0.42664473684210524
2000,1,1101708,Norte,11,PREFEITO,15,PMDB,4026,3,6465,0.622737819025522,1,1,0.622737819025522,0.23263727764887857,0.3901005413766435,0.2206384558277654
2000,1,1101757,Norte,11,PREFEITO,13,PT,829,5,2976,0.27856182795698925,2,0,0.4307795698924731,0.27856182795698925,-0.15221774193548387,0.4932821497120921
2000,1,1101807,Norte,11,PREFEITO,25,PFL,2110,3,4985,0.42326980942828485,1,1,0.42326980942828485,0.3576730190571715,0.06559679037111332,0.4784853700516351
2000,1,1200138,Norte,11,PREFEITO,15,PMDB,1415,3,2600,0.5442307692307692,1,1,0.5442307692307692,0.3688461538461538,0.17538461538461536,0.3040488922841864
2000,1,1200138,Norte,11,PREFEITO,13,PT,959,3,2600,0.3688461538461538,2,0,0.5442307692307692,0.3688461538461538,-0.17538461538461536,0.45683728036669213
2000,1,1200401,Norte,11,PREFEITO,13,PT,51539,4,115020,0.4480872891671014,2,0,0.4780907668231612,0.4480872891671014,-0.030003477656059818,0.494984986903469
2000,1,1200807,Norte,11,PREFEITO,23,PPS,1677,2,4932,0.3400243309002433,2,0,0.6599756690997567,0.3400243309002433,-0.3199513381995134,0.38926049795615014
2000,1,1300060,Norte,11,PREFEITO,15,PMDB,709,5,2445,0.28997955010224946,1,1,0.28997955010224946,0.23967280163599183,0.05030674846625763,0.599271402550091
2000,1,1300086,Norte,11,PREFEITO,22,PL,1491,2,3511,0.4246653375106807,2,0,0.5753346624893193,0.4246653375106807,-0.1506693249786386,0.44400373308446106
2000,1,1300409,Norte,11,PREFEITO,15,PMDB,1295,2,3982,0.3252134605725766,2,0,0.6747865394274234,0.3252134605725766,-0.3495730788548468,0.4606267577340297
2000,1,1300508,Norte,11,PREFEITO,25,PFL,3995,2,8505,0.4697236919459142,2,0,0.5302763080540859,0.4697236919459142,-0.0605526161081717,0.2211968136778706
2000,1,1300805,Norte,11,PREFEITO,22,PL,4403,4,9205,0.4783269961977186,1,1,0.4783269961977186,0.2986420423682781,0.1796849538294405,0.09720110882589646
2000,1,1300805,Norte,11,PREFEITO,45,PSDB,2749,4,9205,0.2986420423682781,2,0,0.4783269961977186,0.2986420423682781,-0.1796849538294405,0.07726012697844943
2000,1,1301001,Norte,11,PREFEITO,23,PPS,4072,2,8356,0.4873145045476304,2,0,0.5126854954523695,0.4873145045476304,-0.0253709909047391,0.5055727554179567
2000,1,1301159,Norte,11,PREFEITO,12,PDT,3231,3,7917,0.4081091322470633,2,0,0.5569028672476949,0.4081091322470633,-0.1487937350006316,0.4619832940672521
2000,1,1301209,Norte,11,PREFEITO,22,PL,6883,6,19458,0.3537362524411553,1,1,0.3537362524411553,0.26909240415253366,0.08464384828862165,0.04393391265430948
2000,1,1301506,Norte,11,PREFEITO,12,PDT,1790,2,4411,0.40580367263659034,2,0,0.5941963273634097,0.40580367263659034,-0.18839265472681932,0.5559402332361516
2000,1,1301803,Norte,11,PREFEITO,25,PFL,2487,2,4477,0.5555059191422828,1,1,0.5555059191422828,0.44449408085771724,0.11101183828456551,0.5093681116825863
2000,1,1301852,Norte,11,PREFEITO,14,PTB,2924,6,9638,0.30338244449055823,2,0,0.39354637891678773,0.30338244449055823,-0.0901639344262295,0.11176949855566254
2000,1,1302009,Norte,11,PREFEITO,15,PMDB,1680,3,3299,0.5092452258260078,1,1,0.5092452258260078,0.4292209760533495,0.08002424977265832,0.08624938393297191
2000,1,1302108,Norte,11,PREFEITO,25,PFL,757,4,1574,0.4809402795425667,1,1,0.4809402795425667,0.3748411689961881,0.1060991105463786,0.3784648187633262
2000,1,1302306,Norte,11,PREFEITO,22,PL,2511,3,4699,0.5343690146839754,1,1,0.5343690146839754,0.25367099382847413,0.2806980208555012,0.3919298825864065
2000,1,1302405,Norte,11,PREFEITO,17,PSL,3159,5,10297,0.3067883849664951,2,0,0.3255317082645431,0.3067883849664951,-0.01874332329804801,0.5458961902326771
2000,1,1302504,Norte,11,PREFEITO,22,PL,13976,2,29653,0.4713182477321013,2,0,0.5286817522678987,0.4713182477321013,-0.057363504535797416,0.1614100727836076
2000,1,1302801,Norte,11,PREFEITO,14,PTB,1756,3,3853,0.455748767194394,1,1,0.455748767194394,0.4152608357124319,0.040487931481962114,0.5278999768464923
2000,1,1303205,Norte,11,PREFEITO,22,PL,2003,4,4003,0.5003747189607795,1,1,0.5003747189607795,0.3225081189108169,0.17786660004996258,0.3298105682951147
2000,1,1303205,Norte,11,PREFEITO,45,PSDB,1291,4,4003,0.3225081189108169,2,0,0.5003747189607795,0.3225081189108169,-0.17786660004996258,0.42113659022931205
2000,1,1303304,Norte,11,PREFEITO,15,PMDB,3325,2,5848,0.5685704514363885,1,1,0.5685704514363885,0.4314295485636115,0.13714090287277703,0.3141757184105596
2000,1,1303403,Norte,11,PREFEITO,25,PFL,11519,6,30653,0.3757870355267021,1,1,0.3757870355267021,0.273643689035331,0.10214334649137113,0.3605364795513465
2000,1,1303536,Norte,11,PREFEITO,23,PPS,5031,3,9905,0.5079252902574457,1,1,0.5079252902574457,0.47097425542655225,0.03695103483089346,0.380705698367706
2000,1,1303536,Norte,11,PREFEITO,22,PL,4665,3,9905,0.47097425542655225,2,0,0.5079252902574457,0.47097425542655225,-0.03695103483089346,0.5006353240152478
2000,1,1303601,Norte,11,PREFEITO,25,PFL,1327,3,2701,0.49129951869677896,1,1,0.49129951869677896,0.27952610144390966,0.2117734172528693,0.11694864945087563
2000,1,1303700,Norte,11,PREFEITO,22,PL,2739,2,5474,0.500365363536719,1,1,0.500365363536719,0.499634636463281,7.3072707343802e-4,0.3460946846692873
2000,1,1303809,Norte,11,PREFEITO,25,PFL,3058,4,9421,0.3245939921452075,1,1,0.3245939921452075,0.30389555248912004,0.020698439656087475,0.2431305201177625
2000,1,1303908,Norte,11,PREFEITO,45,PSDB,4286,3,5929,0.7228875021082813,1,1,0.7228875021082813,0.2642941474110305,0.4585933546972508,0.5672182006204757
2000,1,1304005,Norte,11,PREFEITO,45,PSDB,2470,2,3626,0.6811913954771097,1,1,0.6811913954771097,0.3188086045228902,0.3623827909542195,0.4111531190926276
2000,1,1304062,Norte,11,PREFEITO,25,PFL,2944,5,9589,0.30701845865053706,2,0,0.3845030764417562,0.30701845865053706,-0.07748461779121912,0.33889304412864624
2000,1,1304203,Norte,11,PREFEITO,25,PFL,5314,6,19137,0.27768197732141925,2,0,0.29581439097037154,0.27768197732141925,-0.018132413648952295,0.6040334736732679
2000,1,1304237,Norte,11,PREFEITO,15,PMDB,1615,2,3211,0.5029585798816568,1,1,0.5029585798816568,0.4970414201183432,0.00591715976331364,0.5464562985224142
2000,1,1304260,Norte,11,PREFEITO,45,PSDB,1262,2,3308,0.3814993954050786,2,0,0.6185006045949214,0.3814993954050786,-0.2370012091898428,0.015315739868049011
2000,1,1304401,Norte,11,PREFEITO,23,PPS,1720,5,5688,0.30239099859353025,1,1,0.30239099859353025,0.21114627285513363,0.09124472573839662,0.4110704110704111
2000,1,1304401,Norte,11,PREFEITO,12,PDT,1201,5,5688,0.21114627285513363,2,0,0.30239099859353025,0.21114627285513363,-0.09124472573839662,0.01098901098901099
2000,1,1400100,Norte,11,PREFEITO,45,PSDB,36101,5,81352,0.44376290687383224,1,1,0.44376290687383224,0.29957468777657587,0.14418821909725638,0.14514271316992405
2000,1,1500131,Norte,11,PREFEITO,45,PSDB,1505,3,2679,0.5617767823814857,1,1,0.5617767823814857,0.3848450914520343,0.17693169092945132,0.3755334281650071
2000,1,1500503,Norte,11,PREFEITO,15,PMDB,8097,2,13249,0.6111404634312023,1,1,0.6111404634312023,0.3888595365687976,0.2222809268624047,0.19242942144575262
2000,1,1500503,Norte,11,PREFEITO,45,PSDB,5152,2,13249,0.3888595365687976,2,0,0.6111404634312023,0.3888595365687976,-0.2222809268624047,0.3880870996328649
2000,1,1500602,Norte,11,PREFEITO,15,PMDB,11527,3,26102,0.4416136694506168,1,1,0.4416136694506168,0.3136541261206038,0.12795954333001303,0.4445850558227172
2000,1,1500800,Norte,11,PREFEITO,45,PSDB,91742,3,109249,0.8397513936054335,1,1,0.8397513936054335,0.14469697663136505,0.6950544169740684,0.24657491378608937
2000,1,1500800,Norte,11,PREFEITO,13,PT,15808,3,109249,0.14469697663136505,2,0,0.8397513936054335,0.14469697663136505,-0.6950544169740684,0.07293915895279045
2000,1,1500909,Norte,11,PREFEITO,45,PSDB,7004,3,14716,0.47594455014949716,1,1,0.47594455014949716,0.4263386789888557,0.04960587116064147,0.5303099017384731
2000,1,1500909,Norte,11,PREFEITO,12,PDT,6274,3,14716,0.4263386789888557,2,0,0.47594455014949716,0.4263386789888557,-0.04960587116064147,0.46969009826152686
2000,1,1500958,Norte,11,PREFEITO,45,PSDB,3082,3,6171,0.4994328309836331,1,1,0.4994328309836331,0.4931129476584022,0.006319883325230924,0.5009690816797415
2000,1,1500958,Norte,11,PREFEITO,15,PMDB,3043,3,6171,0.4931129476584022,2,0,0.4994328309836331,0.4931129476584022,-0.006319883325230924,0.4866635902168897
2000,1,1501006,Norte,11,PREFEITO,45,PSDB,1147,7,4491,0.25539968826541976,1,1,0.25539968826541976,0.17835671342685372,0.07704297483856604,0.3952064380685794
2000,1,1501006,Norte,11,PREFEITO,15,PMDB,801,7,4491,0.17835671342685372,2,0,0.25539968826541976,0.17835671342685372,-0.07704297483856604,0.4494401679496151
2000,1,1501105,Norte,11,PREFEITO,45,PSDB,1730,3,4629,0.3737308273925254,2,0,0.4188809678116224,0.3737308273925254,-0.045150140419096985,0.5241588263434859
2000,1,1501204,Norte,11,PREFEITO,15,PMDB,7043,3,9800,0.7186734693877551,1,1,0.7186734693877551,0.27408163265306124,0.4445918367346939,0.474689745264533
2000,1,1501204,Norte,11,PREFEITO,45,PSDB,2686,3,9800,0.27408163265306124,2,0,0.7186734693877551,0.27408163265306124,-0.4445918367346939,0.25530698889614634
2000,1,1501402,Norte,11,PREFEITO,13,PT,267635,8,623540,0.4292186547775604,1,1,0.4292186547775604,0.3018795907239311,0.12733906405362927,0.32736766477595086
2000,1,1501451,Norte,11,PREFEITO,15,PMDB,2989,3,6316,0.47324255858138065,1,1,0.47324255858138065,0.3647878404053198,0.10845471817606084,0.33390391418463994
2000,1,1501501,Norte,11,PREFEITO,45,PSDB,10021,3,14697,0.6818398312580799,1,1,0.6818398312580799,0.23358508539157652,0.4482547458665034,0.3474341542025482
2000,1,1501709,Norte,11,PREFEITO,15,PMDB,10348,4,34501,0.2999333352656445,2,0,0.32938175705052025,0.2999333352656445,-0.029448421784875778,0.25231292517006804
2000,1,1501725,Norte,11,PREFEITO,45,PSDB,3024,2,6057,0.49925705794947994,2,0,0.5007429420505201,0.49925705794947994,-0.0014858841010401136,0.3858359584645899
2000,1,1501782,Norte,11,PREFEITO,15,PMDB,1991,2,11524,0.1727698715723707,2,0,0.8272301284276293,0.1727698715723707,-0.6544602568552587,0.5175530279741777
2000,1,1501907,Norte,11,PREFEITO,45,PSDB,5665,2,8302,0.6823656950132498,1,1,0.6823656950132498,0.31763430498675016,0.3647313900264997,0.4180629718283926
2000,1,1501956,Norte,11,PREFEITO,45,PSDB,2426,3,4555,0.5326015367727772,1,1,0.5326015367727772,0.45817782656421513,0.07442371020856209,0.4238639783328318
2000,1,1502004,Norte,11,PREFEITO,14,PTB,2146,6,8078,0.26565981678633327,2,0,0.27234463976231743,0.26565981678633327,-0.0066848229759841615,0.4150720275209632
2000,1,1502103,Norte,11,PREFEITO,13,PT,14676,3,38583,0.3803747764559521,1,1,0.3803747764559521,0.3377394189150662,0.042635357540885876,0.31845140032948926
2000,1,1502202,Norte,11,PREFEITO,15,PMDB,10742,4,27293,0.39358077162642435,1,1,0.39358077162642435,0.2602132414904921,0.13336753013593228,0.4632136907466303
2000,1,1502400,Norte,11,PREFEITO,15,PMDB,8429,3,14369,0.5866100633307816,1,1,0.5866100633307816,0.21309764075440182,0.37351242257637973,0.37660132276708574
2000,1,1502608,Norte,11,PREFEITO,45,PSDB,2436,4,5008,0.48642172523961663,1,1,0.48642172523961663,0.39456869009584666,0.09185303514376997,0.2386551838357072
2000,1,1502756,Norte,11,PREFEITO,45,PSDB,4653,2,9559,0.48676639815880324,2,0,0.5132336018411968,0.48676639815880324,-0.02646720368239358,0.4935807245867042
2000,1,1502806,Norte,11,PREFEITO,15,PMDB,3156,4,6451,0.48922647651526896,1,1,0.48922647651526896,0.25577429855836303,0.23345217795690593,0.4442676968526304
2000,1,1502806,Norte,11,PREFEITO,45,PSDB,1650,4,6451,0.25577429855836303,2,0,0.48922647651526896,0.25577429855836303,-0.23345217795690593,0.3575730030678332
2000,1,1502939,Norte,11,PREFEITO,14,PTB,6349,3,12904,0.4920179789212647,1,1,0.4920179789212647,0.44931804091754496,0.04269993800371974,0.5092379401359016
2000,1,1502939,Norte,11,PREFEITO,45,PSDB,5798,3,12904,0.44931804091754496,2,0,0.4920179789212647,0.44931804091754496,-0.04269993800371974,0.48486550233054415
2000,1,1503002,Norte,11,PREFEITO,14,PTB,2295,2,3367,0.6816156816156816,1,1,0.6816156816156816,0.3183843183843184,0.36323136323136324,0.561556181213207
2000,1,1503077,Norte,11,PREFEITO,45,PSDB,2705,2,8648,0.3127890841813136,2,0,0.6872109158186864,0.3127890841813136,-0.3744218316373728,0.48348660535785687
2000,1,1503101,Norte,11,PREFEITO,13,PT,3345,2,6559,0.509986278396097,1,1,0.509986278396097,0.49001372160390305,0.019972556792193952,0.5671860885275519
2000,1,1503101,Norte,11,PREFEITO,15,PMDB,3214,2,6559,0.49001372160390305,2,0,0.509986278396097,0.49001372160390305,-0.019972556792193952,0.4328139114724481
2000,1,1503705,Norte,11,PREFEITO,22,PL,3747,3,13591,0.27569715252740784,2,0,0.5148995658891914,0.27569715252740784,-0.23920241336178355,0.5620469544520177
2000,1,1503903,Norte,11,PREFEITO,15,PMDB,6351,3,11224,0.5658410548823949,1,1,0.5658410548823949,0.3617248752672844,0.20411617961511047,0.41911282686284507
2000,1,1503903,Norte,11,PREFEITO,13,PT,4060,3,11224,0.3617248752672844,2,0,0.5658410548823949,0.3617248752672844,-0.20411617961511047,0.496467331925122
2000,1,1504000,Norte,11,PREFEITO,45,PSDB,3838,4,8005,0.4794503435352904,1,1,0.4794503435352904,0.33041848844472205,0.14903185509056838,0.5261121856866537
2000,1,1504059,Norte,11,PREFEITO,15,PMDB,6300,3,11492,0.5482074486599373,1,1,0.5482074486599373,0.3143056038983641,0.23390184476157322,0.3115320704553008
2000,1,1504109,Norte,11,PREFEITO,45,PSDB,2194,4,4785,0.4585161964472309,1,1,0.4585161964472309,0.3782654127481714,0.08025078369905952,0.7372360844529751
2000,1,1504307,Norte,11,PREFEITO,45,PSDB,6400,6,14271,0.44846191577324646,1,1,0.44846191577324646,0.3774087309929227,0.07105318478032374,0.312207473336914
2000,1,1504406,Norte,11,PREFEITO,45,PSDB,5353,3,11585,0.4620630125161847,2,0,0.4877859300820026,0.4620630125161847,-0.025722917565817904,0.37884274050408234
2000,1,1504422,Norte,11,PREFEITO,45,PSDB,17709,4,26086,0.6788698918960362,1,1,0.6788698918960362,0.16690945334662272,0.5119604385494134,0.5570605342524774
2000,1,1504455,Norte,11,PREFEITO,13,PT,3070,3,9179,0.3344590914042924,2,0,0.3455714130079529,0.3344590914042924,-0.011112321603660491,0.5278059577607673
2000,1,1504505,Norte,11,PREFEITO,45,PSDB,2013,3,4474,0.4499329459097005,2,0,0.5451497541350022,0.4499329459097005,-0.09521680822530171,0.5488116019873774
2000,1,1504901,Norte,11,PREFEITO,13,PT,4882,2,10725,0.4551981351981352,2,0,0.5448018648018648,0.4551981351981352,-0.08960372960372959,0.27993804516181625
2000,1,1504976,Norte,11,PREFEITO,13,PT,3102,2,5615,0.5524487978628673,1,1,0.5524487978628673,0.4475512021371327,0.1048975957257346,0.506804069229753
2000,1,1504976,Norte,11,PREFEITO,14,PTB,2513,2,5615,0.4475512021371327,2,0,0.5524487978628673,0.4475512021371327,-0.1048975957257346,0.49319593077024704
2000,1,1505304,Norte,11,PREFEITO,15,PMDB,15174,3,21628,0.7015905307934159,1,1,0.7015905307934159,0.2794987978546329,0.42209173293878305,0.13268608414239483
2000,1,1505304,Norte,11,PREFEITO,14,PTB,6045,3,21628,0.2794987978546329,2,0,0.7015905307934159,0.2794987978546329,-0.42209173293878305,0.3410476405509144
2000,1,1505403,Norte,11,PREFEITO,45,PSDB,3872,2,7269,0.5326729949098913,1,1,0.5326729949098913,0.46732700509010866,0.06534598981978262,0.5030241935483871
2000,1,1505403,Norte,11,PREFEITO,15,PMDB,3397,2,7269,0.46732700509010866,2,0,0.5326729949098913,0.46732700509010866,-0.06534598981978262,0.4969758064516129
2000,1,1505437,Norte,11,PREFEITO,40,PSB,2967,2,6325,0.4690909090909091,2,0,0.5309090909090909,0.4690909090909091,-0.06181818181818177,0.2787664553876158
2000,1,1505502,Norte,11,PREFEITO,45,PSDB,13717,2,26015,0.5272727272727272,1,1,0.5272727272727272,0.4727272727272727,0.05454545454545451,0.5722841188054709
2000,1,1505502,Norte,11,PREFEITO,15,PMDB,12298,2,26015,0.4727272727272727,2,0,0.5272727272727272,0.4727272727272727,-0.05454545454545451,0.4202703067252961
2000,1,1505700,Norte,11,PREFEITO,45,PSDB,3472,4,9240,0.37575757575757573,1,1,0.37575757575757573,0.3395021645021645,0.03625541125541121,0.06005221932114883
2000,1,1505700,Norte,11,PREFEITO,15,PMDB,3137,4,9240,0.3395021645021645,2,0,0.37575757575757573,0.3395021645021645,-0.03625541125541121,0.2849682954121596
2000,1,1505809,Norte,11,PREFEITO,45,PSDB,6261,4,12239,0.511561402075333,1,1,0.511561402075333,0.467848680447749,0.04371272162758394,0.3525779376498801
2000,1,1505908,Norte,11,PREFEITO,45,PSDB,4018,2,6726,0.5973832887303003,1,1,0.5973832887303003,0.40261671126969967,0.19476657746060067,0.34844842657342656
2000,1,1505908,Norte,11,PREFEITO,15,PMDB,2708,2,6726,0.40261671126969967,2,0,0.5973832887303003,0.40261671126969967,-0.19476657746060067,0.34571678321678323
2000,1,1506104,Norte,11,PREFEITO,15,PMDB,3756,2,6362,0.5903803835271927,1,1,0.5903803835271927,0.4096196164728073,0.18076076705438537,0.4459797148316919
2000,1,1506112,Norte,11,PREFEITO,45,PSDB,2401,4,5028,0.4775258552108194,1,1,0.4775258552108194,0.42680986475735877,0.050715990453460646,0.3497659906396256
2000,1,1506112,Norte,11,PREFEITO,12,PDT,2146,4,5028,0.42680986475735877,2,0,0.4775258552108194,0.42680986475735877,-0.050715990453460646,0.5427457098283931
2000,1,1506161,Norte,11,PREFEITO,45,PSDB,3113,3,8606,0.36172437834069254,2,0,0.44852428538229144,0.36172437834069254,-0.0867999070415989,0.04120462238823392
2000,1,1506187,Norte,11,PREFEITO,15,PMDB,8463,3,16687,0.5071612632588243,1,1,0.5071612632588243,0.4315335290945047,0.07562773416431956,0.4424864151135036
2000,1,1506187,Norte,11,PREFEITO,45,PSDB,7201,3,16687,0.4315335290945047,2,0,0.5071612632588243,0.4315335290945047,-0.07562773416431956,0.39764359351988215
2000,1,1506203,Norte,11,PREFEITO,15,PMDB,7361,3,12055,0.6106180008295313,1,1,0.6106180008295313,0.3642472003318125,0.2463708004977188,0.0636380244808477
2000,1,1506203,Norte,11,PREFEITO,45,PSDB,4391,3,12055,0.3642472003318125,2,0,0.6106180008295313,0.3642472003318125,-0.2463708004977188,0.48742463918153583
2000,1,1506351,Norte,11,PREFEITO,15,PMDB,3044,3,6505,0.4679477325134512,2,0,0.4991544965411222,0.4679477325134512,-0.03120676402767103,0.6071339173967459
2000,1,1506401,Norte,11,PREFEITO,45,PSDB,1699,2,3376,0.5032582938388626,1,1,0.5032582938388626,0.49674170616113744,0.006516587677725116,0.523124115148655
2000,1,1506500,Norte,11,PREFEITO,45,PSDB,13854,4,19968,0.6938100961538461,1,1,0.6938100961538461,0.2785456730769231,0.4152644230769231,0.24973591549295773
2000,1,1506559,Norte,11,PREFEITO,13,PT,3476,2,7832,0.4438202247191011,2,0,0.5561797752808989,0.4438202247191011,-0.1123595505617978,0.5250821932336409
