treat,pctVV,elected,male,occBlue.collar,occEducation,occGovernment,occMedia,occNone,occOther,occPolitician,occWhite.collar,lat,long,ran.prior,incumbent,log.valid.votes,party.prior.pctVV,prior.pctVV,elec.year,match.partyPCB,match.partyPC.do.B,match.partyPDT,match.partyPFL,match.partyPL,match.partyPMDB,match.partyPMN,match.partyPP,match.partyPPS,match.partyPSB,match.partyPSC,match.partyPSDB,match.partyPSDC,match.partyPSL,match.partyPT,match.partyPTB,match.partyPV,uf.rs,uf.sp,yob,eduMore.than.Primary..Less.than.Superior,eduSome.Superior.or.More,log.total.assets,pt_pres_1998,psdb_2000,hdi_2000,income_2000,log.num.apps
0,3.44,0,1,0,0,0,0,0,0,0,1,-4.794444444444444,-39.15972222222222,1,0,10.337702073930279,47.998305443761915,4.808303325566618,2008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1967,1,0,8.513385953073284,0.13007446552966612,0.4358719427321535,0.628000020980835,61.59400177001953,0.6931471805599453
0,3.1351188533848737,1,1,0,1,0,0,0,0,0,0,-5.104166666666666,-38.38638888888889,1,1,10.592601610981907,12.407988587731811,2.7503566333808847,2004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,0,1,0,0.12560941258044245,0.3822933378366968,0.6700000166893005,109.13899993896484,1.791759469228055
0,4.01,1,1,0,0,0,0,0,0,1,0,-4.679166666666667,-40.48833333333334,1,1,10.459210057184402,7.2561139478634775,3.775866702499328,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956,0,0,0,0.10133610183262616,0.2360127784493179,0.6399999856948853,103.072998046875,1.3862943611198906
0,1.3931995310021381,0,0,0,1,0,0,0,0,0,0,-4.4911111111111115,-38.59666666666667,0,0,9.581834960513193,6.317465935232702,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1950,0,1,0,0.18037077426390402,0,0.593999981880188,56.83399963378906,0.6931471805599453
0,2.62,0,1,0,1,0,0,0,0,0,0,-6.233333333333333,-38.8,1,0,10.585750716493994,6.564149644250631,2.3487108866957387,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1979,0,1,9.510519035757246,0.13289388020833334,0.43099241674909333,0.6269999742507935,78.53800201416016,1.6094379124341003
0,5.62,1,1,0,0,0,0,0,0,1,0,-4.747777777777777,-37.95611111111111,1,1,9.4898642567265,48.54903268845897,6.4543028685790524,2008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1969,0,1,8.699681400989514,0.1124274099883856,0.5331086773378264,0.6489999890327454,68.55400085449219,1.3862943611198906
0,0.05,0,1,0,0,1,0,0,0,0,0,-7.092499999999999,-40.031666666666666,0,0,9.740380214665977,35.5542095699576,0,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1941,1,0,10.915106645867503,0.13992623328722914,0,0.5960000157356262,78.3499984741211,0
0,1.58,0,1,0,1,0,0,0,0,0,0,-5.073888888888889,-37.98888888888889,0,0,10.510205005097685,0,0,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0,1,9.581972891547895,0.24547726136931533,0.48589001447178004,0.6520000100135803,82.65699768066406,1.0986122886681098
0,1.61,0,1,0,0,0,0,0,0,0,0,-4.224166666666667,-38.730000000000004,1,0,10.839012122525581,20.317692409942843,2.053701980592849,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1957,0,0,10.896757843893464,0.19483723449064325,0,0.6510000228881836,78.09700012207031,1.3862943611198906
0,1.3359032300943774,0,1,0,0,0,0,0,1,0,0,-4.225833333333333,-38.730555555555554,0,0,9.618867454120167,12.089539955559212,0,2004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1967,0,0,0,0.19483723449064325,0,0.6510000228881836,78.09700012207031,1.3862943611198906
0,0.74,0,1,0,0,0,0,0,0,0,0,-4.225833333333333,-38.730555555555554,1,0,10.839012122525581,4.765386149142629,1.3359032300943774,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,1,0,10.085850775128717,0.19483723449064325,0,0.6510000228881836,78.09700012207031,1.3862943611198906
0,3.396901072705602,0,1,1,0,0,0,0,0,0,0,-4.14138888888889,-40.585,1,0,9.217117356255207,58.61759425493717,3.3886894075403946,2004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1962,0,0,0,0.05215944440425378,0.34894532334165973,0.652999997138977,77.628997802734375,0.6931471805599453
1,0.06,0,1,0,0,0,0,0,0,0,1,-5.014722222222222,-38.050555555555555,0,0,11.621770901232226,0,0,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,0,1,11.631606053261264,0.17040723981900452,0.057705081368316175,0.6980000138282776,110.3290023803711,1.0986122886681098
0,1.92,0,1,0,0,0,0,0,0,0,0,-4.935833333333334,-37.98027777777778,1,0,11.621770901232226,16.09017537471934,1.5959706292857576,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1964,0,0,0,0.17040723981900452,0.057705081368316175,0.6980000138282776,110.3290023803711,1.791759469228055
1,3.39,1,1,0,0,0,0,0,0,0,1,-4.9383333333333335,-37.973055555555554,0,0,11.621770901232226,0,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968,0,1,11.289794413577894,0.17040723981900452,0.057705081368316175,0.6980000138282776,110.3290023803711,0.6931471805599453
0,8.71912538804157,1,0,0,0,0,0,0,1,0,0,-7.281666666666666,-40.44083333333333,0,0,8.910450756416656,41.82674882203697,0,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1972,1,0,0,0.022493669000446893,0.368269356740469,0.5580000281333923,55.19599914550781,0.6931471805599453
0,2.07,0,0,0,0,0,0,0,0,0,1,-4.0472222222222225,-40.86472222222223,0,0,11.220003019048102,0,0,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1960,0,1,10.605332547204265,0.02625219683655536,0.36919153099014745,0.6179999709129333,90.85199737548828,1.791759469228055
0,2.6327755547471807,1,1,0,1,0,0,0,0,0,0,-3.6080555555555556,-38.968611111111116,1,0,9.998434029845082,1.1639676113360324,0.44984255510571297,2004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,0,1,0,0.1315407597097738,0.4031870595771941,0.6389999985694885,81.06300354003906,0.6931471805599453
0,1.84,0,1,0,0,1,0,0,0,0,0,-3.607222222222222,-38.968333333333334,1,0,11.201169255299416,16.142233539468897,2.7419061476900692,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1965,0,0,10.308985993422082,0.1315407597097738,0.4031870595771941,0.6389999985694885,81.06300354003906,0.6931471805599453
0,2.7419061476900692,0,1,0,0,1,0,0,0,0,0,-3.607222222222222,-38.968333333333334,1,0,9.998434029845082,17.48200629779577,1.9455690508322088,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1965,0,1,0,0.1315407597097738,0.4031870595771941,0.6389999985694885,81.06300354003906,0.6931471805599453
0,5.794302269435056,1,1,0,0,1,0,0,0,0,0,-5.270833333333333,-38.27027777777778,1,1,8.734399150063695,33.22398396209222,5.212320029159832,2004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1957,1,0,0,0.30747381501864013,0.44893584443423673,0.6940000057220459,110.74299621582031,0.6931471805599453
0,5.460750853242321,1,1,0,0,0,0,0,0,0,1,-5.588333333333333,-39.37305555555555,0,0,9.551373619924957,2.2899505766062602,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1973,1,0,0,0.22904794996525366,0,0.6179999709129333,104.28800201416016,0.6931471805599453
0,4.54,1,1,0,0,0,0,0,1,0,0,-5.588333333333333,-39.37305555555555,1,1,10.419270866621346,9.463879408418657,5.460750853242321,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1973,0,1,10.757924157061597,0.22904794996525366,0,0.6179999709129333,104.28800201416016,0.6931471805599453
1,3.2707622298065986,1,1,0,0,0,0,0,1,0,0,-5.588055555555555,-39.371944444444445,1,1,9.551373619924957,0,2.874794069192751,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960,1,0,0,0.22904794996525366,0,0.6179999709129333,104.28800201416016,0.6931471805599453
1,4.26,1,1,0,0,0,0,0,0,0,1,-5.588055555555555,-39.371944444444445,1,1,10.419270866621346,9.463879408418657,3.2707622298065986,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1960,1,0,11.951186847493476,0.22904794996525366,0,0.6179999709129333,104.28800201416016,0.6931471805599453
0,1.09,0,1,1,0,0,0,0,0,0,0,-3.3525,-40.465,0,0,9.324383088016843,0,0,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1972,1,0,10.596659732783579,0.07428571428571429,0.39170622033474894,0.6000000238418579,56.125,1.0986122886681098
0,3.33,1,1,0,0,1,0,0,0,0,0,-5.724166666666667,-39.00833333333333,0,0,10.356694656629713,13.097256857855362,0,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,1,0,10.645448706505872,0.13188346327451786,0.43977501004419445,0.6399999856948853,82.99700164794922,0.6931471805599453
0,0.16,0,1,0,0,0,0,0,0,0,0,-3.279166666666667,-39.2675,0,0,11.309645813584796,0,0,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1967,1,0,10.491301994830229,0.15758164380235523,0.4753277879599605,0.6320000290870667,61.57600021362305,0.6931471805599453
0,2.617651265913317,0,1,0,0,0,0,0,1,0,0,-6.433333333333334,-36.64388888888889,1,1,8.852378886511985,0,7.086354647330258,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1971,1,0,0,0.11896232242124768,0,0.6980000138282776,133.3820037841797,0.6931471805599453
1,7.25,1,0,0,0,0,0,0,0,1,0,-6.433888888888889,-36.644999999999996,1,1,10.013238416495247,30.110141610642255,7.5668716921756545,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969,1,0,9.798182590890704,0.11896232242124768,0,0.6980000138282776,133.3820037841797,0.6931471805599453
1,7.5668716921756545,1,0,0,0,0,0,0,1,0,0,-6.433888888888889,-36.644999999999996,0,0,8.852378886511985,18.770599868160843,0,2004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969,1,0,0,0.11896232242124768,0,0.6980000138282776,133.3820037841797,0.6931471805599453
0,4.728982300884955,0,1,0,0,0,0,0,0,0,1,-5.665555555555556,-36.60111111111111,0,0,8.886270902072013,1.1417432470064048,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1976,1,0,0,0.09611742424242424,0,0.6880000233650208,115.38899993896484,0.6931471805599453
0,6.79,1,1,0,0,0,0,0,0,0,1,-5.665555555555556,-36.60111111111111,1,0,10.060320346562916,15.804756637168142,4.728982300884955,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1976,0,1,10.714439990727769,0.09611742424242424,0,0.6880000233650208,115.38899993896484,0.6931471805599453
0,0.13667150110865384,0,1,0,0,0,0,0,0,0,1,-20.44611111111111,-54.655277777777776,0,0,12.756552542294946,6.038679828926487,0,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1971,0,1,0,0.134171322160149,0,0.6110000014305115,92.65399932861328,2.0794415416798357
0,0.23,0,1,0,0,0,0,0,0,0,1,-20.980833333333333,-54.50555555555555,1,0,13.939174931265127,4.271416914395776,0.2211540956758175,2008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966,1,0,11.552155793461898,0.134171322160149,0,0.6110000014305115,92.65399932861328,1.3862943611198906
0,0.4238546553369644,0,0,0,1,0,0,0,0,0,0,-20.476666666666667,-54.634166666666665,0,0,12.756552542294946,6.038679828926487,0,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1960,0,1,0,0.134171322160149,0,0.6110000014305115,92.65399932861328,2.0794415416798357
1,0.14,0,1,0,0,0,0,0,0,0,1,-20.44611111111111,-54.655277777777776,1,0,13.939174931265127,5.682824083017845,0.13667150110865384,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1971,0,1,11.790564777297387,0.134171322160149,0,0.6110000014305115,92.65399932861328,2.0794415416798357
0,1.54296875,0,1,0,0,0,0,0,1,0,0,-5.068888888888889,-37.61694444444444,0,0,9.234056898593499,0,0,2004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,1,0,0,0.09976956558846121,0,0.6000000238418579,88.77799987792969,1.0986122886681098
1,0.9637287541615559,0,0,0,0,0,0,1,0,0,0,-6.2425,-36.183055555555555,0,0,8.649448770536708,0,0,2004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1945,1,0,0,0.06915351506456241,0,0.6330000162124634,83.49800109863281,0
1,1.3918918918918919,0,1,0,0,1,0,0,0,0,0,-6.383333333333334,-35.125,1,0,9.6023824597522065,0,1.6572319304290755,2004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1976,0,1,0,0.17531126123611188,0,0.6000000238418579,71.7300033569336,0.6931471805599453
0,0.41,0,1,1,0,0,0,0,0,0,0,-6.927222222222222,-36.705000000000005,0,0,9.322150047028188,0,0,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1972,0,0,0,0.1648,0,0.6650000214576721,98.88099670410156,0.6931471805599453
1,3.88,0,1,0,0,0,0,0,0,1,0,-6.1513888888888895,-37.8325,1,0,9.233959237574817,0,4.592005285761481,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1942,0,0,11.571203807011969,0.14822888283378746,0,0.6389999985694885,79.5270004272461,0
0,1.2806236080178173,0,1,0,0,0,0,0,1,0,0,-5.093055555555555,-36.27444444444444,0,0,7.493317248862145,15.11737089201878,0,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1946,1,0,0,0.1270404542228531,0,0.6119999885559082,77.5469970703125,0
0,4.655557464353204,1,1,0,0,1,0,0,0,0,0,-4.990833333333334,-37.159166666666664,1,0,8.669227347271736,7.988289418653284,2.8439983270598077,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1942,0,0,0,0.3132530120481928,0,0.6830000281333923,104.802001953125,0.6931471805599453
1,0.98,0,0,0,0,0,0,1,0,0,0,-5.5008333333333335,-36.85194444444445,0,0,10.268686067415738,0,0,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1934,1,0,12.468440756144114,0.12531328320802004,0,0.6129999756813049,85.55899810791016,0
0,6.04,1,1,1,0,0,0,0,0,0,0,-6.585,-36.76916666666666,0,0,10.152883474994404,0,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,0,1,0,0.09559904966625184,0,0.722000002861023,155.20700073242187,0
1,4.28,1,1,0,0,0,0,0,0,0,1,-6.135555555555556,-35.43527777777778,0,0,9.221082468508085,34.20724094881398,0,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,1,0,0,0.05017215937038859,0,0.593999981880188,60.27299880981445,0
1,9.83,1,1,0,1,0,0,0,0,0,0,-6.418055555555556,-38.39138888888889,1,0,9.644652054641927,0.974878140232471,0.974878140232471,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1974,0,1,0,0.11315417256011315,0,0.6439999938011169,68.60700225830078,0
1,0.974878140232471,0,1,0,1,0,0,0,0,0,0,-6.418055555555556,-38.39138888888889,1,0,8.58185670474196,1.4711651628089446,0.7650058846606512,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1974,0,1,0,0.11315417256011315,0,0.6439999938011169,68.60700225830078,0
0,3.43,1,1,0,0,0,0,0,0,0,1,-5.885,-35.49722222222222,0,0,11.550808745697807,5.53038105046344,0,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1970,1,0,0,0.14223526695907396,0,0.6650000214576721,115.74600219726562,0.6931471805599453
0,3.109158499493072,0,1,0,1,0,0,0,0,0,0,-6.491944444444444,-35.28583333333333,1,0,8.685753832960154,3.956422018348624,2.083333333333333,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1957,0,1,0,0.19580821131208728,0,0.5860000252723694,73.76300048828125,0.6931471805599453
0,3.5991889151740453,1,0,0,0,0,0,0,0,0,1,-6.485833333333334,-35.2875,0,0,8.685753832960154,0,0,2004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,1,0,0,0.19580821131208728,0,0.5860000252723694,73.76300048828125,0.6931471805599453
0,3.55,0,0,0,0,0,0,0,0,1,0,-6.485833333333334,-35.2875,1,1,9.548596730390898,20.615072659682326,3.5991889151740453,2008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,1,0,10.308985993422082,0.19580821131208728,0,0.5860000252723694,73.76300048828125,0.6931471805599453
0,8.91,1,1,0,0,0,0,0,0,0,1,-6.441111111111112,-35.78194444444444,0,0,8.780633799494984,0.9468700683850605,0,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,1,0,9.210440366976517,0.09559214020180563,0,0.5929999947547913,64.21299743652344,0
0,0.24,0,1,1,0,0,0,0,0,0,0,-5.2252777777777775,-37.34138888888889,0,0,12.779582885513484,1.2109540138099488,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1958,1,0,0,0.22427541660423847,0,0.7350000143051147,179.58999633789062,1.0986122886681098
0,0.93,0,1,0,0,1,0,0,0,0,0,-5.822222222222222,-35.263333333333335,0,0,13.87328217264704,4.40971294128705,0,2008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1959,1,0,9.320539164274258,0.23705705531348883,0.08544248121245633,0.7879999876022339,339.9230041503906,3.58351893845611
0,0.79,0,1,0,0,1,0,0,0,0,0,-5.818888888888889,-35.20166666666667,0,0,13.87328217264704,0,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,1,0,11.145853804848933,0.23705705531348883,0.08544248121245633,0.7879999876022339,339.9230041503906,3.58351893845611
0,3.235815602836879,0,1,0,0,0,0,0,0,0,1,-6.274444444444445,-35.39333333333333,1,1,7.721348612617949,54.75773496789259,6.47985989492119,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,1,0,0,0.10764734534827082,0,0.6480000019073486,77.14800262451172,0
0,0.5543398978847557,0,1,0,0,0,0,0,0,0,0,-5.618611111111112,-35.657777777777774,1,0,8.832733591996416,0,1.755773489402088,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1931,0,0,0,0.1335428122545169,0.05937537109606935,0.6060000061988831,67.9000015258789,0.6931471805599453
1,15.973690392295042,1,1,0,0,0,0,0,0,0,1,-6.023888888888889,-37.98777777777778,0,0,8.356319965828153,44.71604938271605,0,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959,0,1,0,0.053975503425368485,0,0.6330000162124634,82.5260009765625,0.6931471805599453
1,11.46,1,1,0,0,0,0,0,0,0,1,-6.023888888888889,-37.98777777777778,1,1,9.388151773292252,40.92083626967348,15.973690392295042,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959,0,1,12.998118808432034,0.053975503425368485,0,0.6330000162124634,82.5260009765625,0.6931471805599453
0,1.74,0,0,0,0,1,0,0,0,0,0,-5.793333333333333,-35.32944444444445,0,0,11.839556579060542,12.409362092703075,0,2008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1970,1,0,0,0.14778508499813872,0,0.6949999928474426,116.4020004272461,1.0986122886681098
0,0.47,0,1,0,0,0,0,0,0,0,1,-6.664444444444444,-37.39944444444444,0,0,9.644652054641927,6.9189828503843875,0,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1965,1,0,0,0.07707380796864795,0,0.6629999876022339,106.33100128173828,0.6931471805599453
0,10.104986876640421,1,1,0,0,0,0,0,1,0,0,-6.183611111111111,-35.151944444444446,0,0,8.58185670474196,0,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1939,0,0,0,0.10446927374301676,0,0.6549999713897705,123.33599853515625,0
0,5.96,1,1,0,0,0,0,0,0,1,0,-6.183611111111111,-35.151944444444446,1,1,9.94314086441278,12.092238470191226,10.104986876640421,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1939,0,0,11.334761134922141,0.10446927374301676,0,0.6549999713897705,123.33599853515625,0
0,2.36,0,1,0,0,1,0,0,0,0,0,-5.198055555555555,-35.461666666666666,0,0,10.809667340659555,17.84490595063282,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954,1,0,10.819798284210286,0.0919015340706386,0,0.5950000286102295,83.11299896240234,0
0,4.212480365557618,0,0,0,0,0,0,0,0,0,1,-5.990555555555556,-37.81444444444444,0,0,8.854093907655518,36.33734939759036,0,2004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1971,0,1,0,0.1342781647850108,0,0.6430000066757202,98.9020004272461,0
1,3.241074184586892,0,1,0,0,0,0,0,0,0,0,-7.4325,-34.911944444444444,1,0,9.181838011503471,39.67002304986049,2.5476161591653526,2004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946,0,1,0,0.134171322160149,0,0.6050000190734863,81.51000213623047,0
0,1.9771528998242531,0,1,0,0,0,0,0,0,0,0,-6.853055555555555,-35.38111111111111,1,0,9.116469156366112,12.251526568793036,1.2862154086007536,2004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1969,1,0,0,0.15608547537937442,0,0.628000020980835,97.8010025024414,0
0,8.04263565891473,1,1,0,0,1,0,0,0,0,0,-7.313888888888889,-38.514722222222225,1,0,8.548691858475609,3.3233383308345825,3.3233383308345825,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1966,1,0,0,0.10430299424945469,0,0.6349999904632568,80.07099914550781,0.6931471805599453
0,4.78,0,1,0,0,0,0,0,0,1,0,-7.313888888888889,-38.514722222222225,1,1,9.694739881505651,13.062015503875969,8.04263565891473,2008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1966,0,1,11.141876276228,0.10430299424945469,0,0.6349999904632568,80.07099914550781,0.6931471805599453
1,5.04,1,1,0,0,0,0,0,0,1,0,-7.479166666666667,-36.13111111111111,1,1,9.848291917068178,26.002574512327953,4.040003960788196,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1975,0,1,10.92775337907558,0.15083084789092457,0.40584166026133744,0.5740000009536743,86.628997802734375,0.6931471805599453
1,4.040003960788196,1,1,0,0,0,0,0,0,1,0,-7.479166666666667,-36.13111111111111,1,1,9.220191688026556,16.894117647058824,3.2823529411764705,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1975,0,1,0,0.15083084789092457,0.40584166026133744,0.5740000009536743,86.628997802734375,0.6931471805599453
0,1.9934828445466746,0,1,0,0,0,0,0,0,0,1,-6.925833333333333,-38.67472222222222,0,0,8.559677803022392,0,0,2004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1947,1,0,0,0.3127159640635798,0.3300042913431904,0.7570000290870667,302.7569885253906,0.6931471805599453
1,3.45,0,1,0,0,1,0,0,0,0,0,-6.961666666666667,-37.79694444444444,1,0,9.051696278536586,40.20007410151908,5.483512412004446,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1954,0,0,8.006700845440367,0.25012248897599215,0,0.5759999752044678,72.5009994506836,0
0,5.483512412004446,0,1,0,0,0,0,0,0,0,0,-6.961666666666667,-37.79694444444444,0,0,7.900636613018005,64.14708886618999,0,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1954,0,0,0,0.25012248897599215,0,0.5759999752044678,72.5009994506836,0
1,0.28,0,1,0,0,0,0,0,0,0,1,-7.236111111111112,-35.92472222222222,1,0,13.35702592955545,4.526694982425644,0.4362157464044999,2008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1956,1,0,10.985309671896763,0.14807530205113795,0,0.5479999780654907,73.49700164794922,1.0986122886681098
1,0.4362157464044999,0,1,1,0,0,0,0,0,0,0,-7.236111111111112,-35.92472222222222,1,0,12.116897110256609,3.6105900570291944,0.5514081049437891,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1956,1,0,0,0.14807530205113795,0,0.5479999780654907,73.49700164794922,1.0986122886681098
0,1.4,0,1,0,0,0,0,0,0,1,0,-7.217222222222222,-35.90083333333333,1,0,13.35702592955545,11.450936661254968,1.630616004416821,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962,1,0,9.90353755128617,0.14807530205113795,0,0.5479999780654907,73.49700164794922,2.302585092994046
0,4.67,1,1,0,0,0,0,0,0,0,1,-6.916666666666667,-35.17194444444444,0,0,9.168058979719577,21.983715766099184,0,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,0,1,11.884495917930655,0.2708606752258678,0,0.7210000157356262,226.0919952392578,0
0,1.05,0,0,0,0,0,0,0,0,0,0,-7.232222222222222,-34.8675,0,0,10.409582001926218,2.5424899820367557,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1967,1,0,0,0.12683042040623524,0,0.6029999852180481,80.43699645996094,0
0,0.9806034482758621,0,1,0,0,0,0,0,0,0,1,-6.483611111111111,-36.15361111111111,0,0,9.135616825780247,0,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1961,0,0,0,0.07815591610605462,0,0.5910000205039978,87.22100067138672,0.6931471805599453
0,0.06,0,1,0,0,1,0,0,0,0,0,-7.290277777777778,-37.088055555555556,0,0,9.270964993792617,13.154421469423669,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1962,1,0,10.657282884047461,0.084431429965837,0,0.5270000100135803,48.465999603271484,0.6931471805599453
1,0.46,0,1,0,0,0,1,0,0,0,0,-7.140555555555556,-34.88638888888889,1,0,13.829217191407746,4.808194378871209,0.23356230985933107,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1976,0,1,10.308985993422082,0.1340782122905028,0,0.6100000143051147,87.7959976196289,0.6931471805599453
1,0.23356230985933107,0,1,0,0,0,1,0,0,0,0,-7.140555555555556,-34.88638888888889,0,0,12.675541756946703,11.739293992015241,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1976,1,0,0,0.1340782122905028,0,0.6100000143051147,87.7959976196289,0.6931471805599453
