Game,Subject_ethnicity,Recipient_Pairing,Recipient,Recipient_ethnicity,Amount,Fairness,Subject_Gender,Subject_Age,Subject_Education
473,Serb,Bosnjak Croat,1,Croat,5,0,0,25,4
473,Serb,Bosnjak Croat,2,Bosnjak,5,0,0,25,4
474,Serb,Bosnjak Croat,1,Croat,9,0,0,45,3
474,Serb,Bosnjak Croat,2,Bosnjak,1,0,0,45,3
475,Serb,Croat Serb,1,Serb,5,0,0,41,3
475,Serb,Croat Serb,2,Croat,5,0,0,41,3
476,Serb,Bosnjak Serb,1,Serb,6,0,0,58,4
476,Serb,Bosnjak Serb,2,Bosnjak,4,0,0,58,4
477,Croat,Croat Serb,1,Serb,0,1,0,46,3
477,Croat,Croat Serb,2,Croat,10,1,0,46,3
478,Croat,Bosnjak Serb,1,Bosnjak,1,NA,1,36,3
478,Croat,Bosnjak Serb,2,Serb,9,NA,1,36,3
479,Croat,Bosnjak Croat,1,Bosnjak,0,0,0,37,3
479,Croat,Bosnjak Croat,2,Croat,10,0,0,37,3
48,Serb,Croat Serb,1,Croat,5,1,0,21,4
48,Serb,Croat Serb,2,Serb,5,1,0,21,4
480,Croat,Bosnjak Croat,1,Croat,3,0,0,46,1
480,Croat,Bosnjak Croat,2,Bosnjak,7,0,0,46,1
481,Croat,Bosnjak Croat,1,Croat,5,1,1,64,2
481,Croat,Bosnjak Croat,2,Bosnjak,5,1,1,64,2
482,Croat,Croat Serb,1,Serb,3,NA,1,21,3
482,Croat,Croat Serb,2,Croat,7,NA,1,21,3
483,Croat,Bosnjak Serb,1,Bosnjak,4,0,1,56,1
483,Croat,Bosnjak Serb,2,Serb,6,0,1,56,1
484,Croat,Bosnjak Croat,1,Croat,5,1,0,29,3
484,Croat,Bosnjak Croat,2,Bosnjak,5,1,0,29,3
485,Croat,Bosnjak Croat,1,Croat,5,1,1,38,3
485,Croat,Bosnjak Croat,2,Bosnjak,5,1,1,38,3
486,Croat,Bosnjak Serb,1,Serb,5,NA,1,21,3
486,Croat,Bosnjak Serb,2,Bosnjak,5,NA,1,21,3
487,Croat,Croat Serb,1,Croat,4,NA,0,33,3
487,Croat,Croat Serb,2,Serb,6,NA,0,33,3
488,Bosnjak,Croat Serb,1,Serb,8,0,0,32,3
488,Bosnjak,Croat Serb,2,Croat,2,0,0,32,3
489,Bosnjak,Bosnjak Serb,1,Serb,5,NA,0,23,3
489,Bosnjak,Bosnjak Serb,2,Bosnjak,5,NA,0,23,3
49,Croat,Croat Serb,1,Serb,5,1,0,33,4
49,Croat,Croat Serb,2,Croat,5,1,0,33,4
490,Bosnjak,Croat Serb,1,Serb,5,1,0,44,3
490,Bosnjak,Croat Serb,2,Croat,5,1,0,44,3
491,Bosnjak,Bosnjak Serb,1,Serb,5,0,0,60,3
491,Bosnjak,Bosnjak Serb,2,Bosnjak,5,0,0,60,3
492,Bosnjak,Croat Serb,1,Serb,5,0,1,26,4
492,Bosnjak,Croat Serb,2,Croat,5,0,1,26,4
493,Bosnjak,Bosnjak Serb,1,Bosnjak,5,0,1,22,3
493,Bosnjak,Bosnjak Serb,2,Serb,5,0,1,22,3
494,Bosnjak,Croat Serb,1,Serb,5,0,1,28,3
494,Bosnjak,Croat Serb,2,Croat,5,0,1,28,3
495,Bosnjak,Bosnjak Serb,1,Bosnjak,10,1,1,52,3
495,Bosnjak,Bosnjak Serb,2,Serb,0,1,1,52,3
496,Bosnjak,Croat Serb,1,Serb,5,1,1,44,3
496,Bosnjak,Croat Serb,2,Croat,5,1,1,44,3
497,Bosnjak,Bosnjak Croat,1,Bosnjak,5,0,1,50,3
497,Bosnjak,Bosnjak Croat,2,Croat,5,0,1,50,3
498,Bosnjak,Bosnjak Croat,1,Bosnjak,4,0,1,51,4
498,Bosnjak,Bosnjak Croat,2,Croat,6,0,1,51,4
499,Bosnjak,Bosnjak Croat,1,Croat,3,0,1,20,3
499,Bosnjak,Bosnjak Croat,2,Bosnjak,7,0,1,20,3
5,Bosnjak,Bosnjak Serb,1,Bosnjak,7,1,0,23,4
5,Bosnjak,Bosnjak Serb,2,Serb,3,1,0,23,4
50,Bosnjak,Bosnjak Serb,1,Bosnjak,5,1,0,35,3
50,Bosnjak,Bosnjak Serb,2,Serb,5,1,0,35,3
500,Bosnjak,Bosnjak Croat,1,Croat,5,NA,0,45,1
500,Bosnjak,Bosnjak Croat,2,Bosnjak,5,NA,0,45,1
501,Bosnjak,Croat Serb,1,Croat,5,0,1,20,3
501,Bosnjak,Croat Serb,2,Serb,5,0,1,20,3
502,Bosnjak,Bosnjak Serb,1,Bosnjak,10,0,1,53,3
502,Bosnjak,Bosnjak Serb,2,Serb,0,0,1,53,3
503,Bosnjak,Croat Serb,1,Croat,0,0,1,31,4
503,Bosnjak,Croat Serb,2,Serb,10,0,1,31,4
504,Bosnjak,Bosnjak Serb,1,Bosnjak,6,1,0,25,3
504,Bosnjak,Bosnjak Serb,2,Serb,4,1,0,25,3
505,Bosnjak,Croat Serb,1,Serb,5,0,0,54,3
505,Bosnjak,Croat Serb,2,Croat,5,0,0,54,3
506,Croat,Bosnjak Serb,1,Serb,5,NA,0,54,3
506,Croat,Bosnjak Serb,2,Bosnjak,5,NA,0,54,3
507,Croat,Croat Serb,1,Serb,5,0,1,56,3
507,Croat,Croat Serb,2,Croat,5,0,1,56,3
508,Croat,Croat Serb,1,Serb,3,0,0,30,3
508,Croat,Croat Serb,2,Croat,7,0,0,30,3
509,Croat,Bosnjak Serb,1,Bosnjak,4,0,1,35,3
509,Croat,Bosnjak Serb,2,Serb,6,0,1,35,3
51,Bosnjak,Bosnjak Serb,1,Serb,5,1,1,36,3
51,Bosnjak,Bosnjak Serb,2,Bosnjak,5,1,1,36,3
510,Bosnjak,Bosnjak Croat,1,Bosnjak,6,0,1,41,3
510,Bosnjak,Bosnjak Croat,2,Croat,4,0,1,41,3
511,Bosnjak,Bosnjak Croat,1,Bosnjak,5,1,0,29,2
511,Bosnjak,Bosnjak Croat,2,Croat,5,1,0,29,2
512,Bosnjak,Bosnjak Croat,1,Bosnjak,5,0,0,41,3
512,Bosnjak,Bosnjak Croat,2,Croat,5,0,0,41,3
513,Bosnjak,Croat Serb,1,Serb,5,1,1,36,3
513,Bosnjak,Croat Serb,2,Croat,5,1,1,36,3
514,Croat,Bosnjak Croat,1,Croat,5,NA,0,28,3
514,Croat,Bosnjak Croat,2,Bosnjak,5,NA,0,28,3
515,Croat,Croat Serb,1,Serb,0,0,1,35,4
515,Croat,Croat Serb,2,Croat,10,0,1,35,4
516,Croat,Bosnjak Serb,1,Bosnjak,0,0,1,19,2
516,Croat,Bosnjak Serb,2,Serb,10,0,1,19,2
517,Croat,Croat Serb,1,Serb,2,0,1,26,4
517,Croat,Croat Serb,2,Croat,8,0,1,26,4
518,Croat,Bosnjak Serb,1,Serb,6,NA,0,29,3
518,Croat,Bosnjak Serb,2,Bosnjak,4,NA,0,29,3
519,Croat,Croat Serb,1,Serb,4,0,0,25,4
519,Croat,Croat Serb,2,Croat,6,0,0,25,4
52,Bosnjak,Croat Serb,1,Serb,5,1,0,38,2
52,Bosnjak,Croat Serb,2,Croat,5,1,0,38,2
520,Croat,Bosnjak Serb,1,Serb,5,0,1,28,3
520,Croat,Bosnjak Serb,2,Bosnjak,5,0,1,28,3
521,Croat,Bosnjak Serb,1,Serb,5,1,0,48,3
521,Croat,Bosnjak Serb,2,Bosnjak,5,1,0,48,3
522,Croat,Croat Serb,1,Croat,5,0,1,68,1
522,Croat,Croat Serb,2,Serb,5,0,1,68,1
523,Croat,Croat Serb,1,Croat,5,0,1,48,3
523,Croat,Croat Serb,2,Serb,5,0,1,48,3
524,Croat,Croat Serb,1,Croat,6,0,1,44,3
524,Croat,Croat Serb,2,Serb,4,0,1,44,3
525,Croat,Bosnjak Croat,1,Bosnjak,5,0,1,71,3
525,Croat,Bosnjak Croat,2,Croat,5,0,1,71,3
526,Croat,Bosnjak Croat,1,Croat,5,1,1,19,3
526,Croat,Bosnjak Croat,2,Bosnjak,5,1,1,19,3
527,Croat,Bosnjak Croat,1,Croat,5,0,1,19,1
527,Croat,Bosnjak Croat,2,Bosnjak,5,0,1,19,1
528,Croat,Croat Serb,1,Serb,8,1,1,19,1
528,Croat,Croat Serb,2,Croat,2,1,1,19,1
529,Croat,Bosnjak Serb,1,Serb,9,1,1,50,1
529,Croat,Bosnjak Serb,2,Bosnjak,1,1,1,50,1
53,Bosnjak,Bosnjak Croat,1,Croat,5,1,0,19,2
53,Bosnjak,Bosnjak Croat,2,Bosnjak,5,1,0,19,2
530,Croat,Bosnjak Serb,1,Bosnjak,5,0,1,19,3
530,Croat,Bosnjak Serb,2,Serb,5,0,1,19,3
531,Croat,Bosnjak Serb,1,Bosnjak,5,0,0,52,1
531,Croat,Bosnjak Serb,2,Serb,5,0,0,52,1
532,Croat,Croat Serb,1,Croat,10,0,0,26,4
532,Croat,Croat Serb,2,Serb,0,0,0,26,4
533,Croat,Bosnjak Serb,1,Serb,5,1,0,40,3
533,Croat,Bosnjak Serb,2,Bosnjak,5,1,0,40,3
534,Croat,Bosnjak Croat,1,Bosnjak,0,0,1,31,3
534,Croat,Bosnjak Croat,2,Croat,10,0,1,31,3
535,Croat,Croat Serb,1,Serb,5,0,1,35,3
535,Croat,Croat Serb,2,Croat,5,0,1,35,3
536,Croat,Bosnjak Serb,1,Bosnjak,5,0,0,38,3
536,Croat,Bosnjak Serb,2,Serb,5,0,0,38,3
537,Croat,Bosnjak Serb,1,Bosnjak,5,0,1,28,3
537,Croat,Bosnjak Serb,2,Serb,5,0,1,28,3
538,Croat,Bosnjak Serb,1,Bosnjak,5,1,1,32,3
538,Croat,Bosnjak Serb,2,Serb,5,1,1,32,3
539,Croat,Bosnjak Serb,1,Serb,5,0,0,46,1
539,Croat,Bosnjak Serb,2,Bosnjak,5,0,0,46,1
54,Bosnjak,Bosnjak Croat,1,Croat,5,1,1,20,3
54,Bosnjak,Bosnjak Croat,2,Bosnjak,5,1,1,20,3
540,Croat,Croat Serb,1,Serb,4,NA,0,35,3
540,Croat,Croat Serb,2,Croat,6,NA,0,35,3
541,Croat,Bosnjak Serb,1,Serb,5,1,0,51,3
541,Croat,Bosnjak Serb,2,Bosnjak,5,1,0,51,3
542,Croat,Bosnjak Croat,1,Croat,5,NA,0,70,3
542,Croat,Bosnjak Croat,2,Bosnjak,5,NA,0,70,3
543,Croat,Croat Serb,1,Serb,5,0,0,44,3
543,Croat,Croat Serb,2,Croat,5,0,0,44,3
544,Croat,Croat Serb,1,Serb,5,0,1,52,1
544,Croat,Croat Serb,2,Croat,5,0,1,52,1
545,Croat,Bosnjak Serb,1,Bosnjak,4,0,1,47,2
545,Croat,Bosnjak Serb,2,Serb,6,0,1,47,2
546,Croat,Croat Serb,1,Croat,5,0,1,33,4
546,Croat,Croat Serb,2,Serb,5,0,1,33,4
547,Croat,Bosnjak Serb,1,Serb,5,0,1,38,4
547,Croat,Bosnjak Serb,2,Bosnjak,5,0,1,38,4
548,Croat,Bosnjak Serb,1,Bosnjak,5,1,1,39,3
548,Croat,Bosnjak Serb,2,Serb,5,1,1,39,3
549,Croat,Croat Serb,1,Serb,5,1,1,52,2
549,Croat,Croat Serb,2,Croat,5,1,1,52,2
55,Bosnjak,Bosnjak Croat,1,Croat,5,1,1,18,2
55,Bosnjak,Bosnjak Croat,2,Bosnjak,5,1,1,18,2
550,Croat,Bosnjak Croat,1,Croat,5,NA,0,63,4
550,Croat,Bosnjak Croat,2,Bosnjak,5,NA,0,63,4
551,Croat,Bosnjak Croat,1,Croat,5,0,1,56,1
551,Croat,Bosnjak Croat,2,Bosnjak,5,0,1,56,1
552,Croat,Bosnjak Croat,1,Croat,5,0,1,60,2
552,Croat,Bosnjak Croat,2,Bosnjak,5,0,1,60,2
553,Croat,Croat Serb,1,Croat,7,NA,0,67,3
553,Croat,Croat Serb,2,Serb,3,NA,0,67,3
554,Croat,Bosnjak Serb,1,Serb,10,NA,0,65,3
554,Croat,Bosnjak Serb,2,Bosnjak,0,NA,0,65,3
555,Croat,Croat Serb,1,Croat,10,0,1,39,2
555,Croat,Croat Serb,2,Serb,0,0,1,39,2
556,Croat,Bosnjak Croat,1,Bosnjak,4,0,0,33,3
556,Croat,Bosnjak Croat,2,Croat,6,0,0,33,3
557,Croat,Bosnjak Croat,1,Bosnjak,0,0,1,52,1
557,Croat,Bosnjak Croat,2,Croat,10,0,1,52,1
558,Croat,Bosnjak Serb,1,Bosnjak,5,0,1,28,3
558,Croat,Bosnjak Serb,2,Serb,5,0,1,28,3
559,Croat,Croat Serb,1,Serb,0,0,1,34,3
559,Croat,Croat Serb,2,Croat,10,0,1,34,3
56,Bosnjak,Bosnjak Croat,1,Croat,3,1,0,18,2
56,Bosnjak,Bosnjak Croat,2,Bosnjak,7,1,0,18,2
560,Croat,Bosnjak Serb,1,Bosnjak,5,0,1,48,3
560,Croat,Bosnjak Serb,2,Serb,5,0,1,48,3
561,Croat,Bosnjak Croat,1,Croat,5,NA,0,23,3
561,Croat,Bosnjak Croat,2,Bosnjak,5,NA,0,23,3
562,Croat,Bosnjak Croat,1,Bosnjak,3,1,0,24,3
562,Croat,Bosnjak Croat,2,Croat,7,1,0,24,3
563,Serb,Bosnjak Serb,1,Bosnjak,5,1,0,20,3
563,Serb,Bosnjak Serb,2,Serb,5,1,0,20,3
564,Serb,Croat Serb,1,Croat,0,0,0,26,3
564,Serb,Croat Serb,2,Serb,10,0,0,26,3
565,Serb,Croat Serb,1,Serb,5,0,0,68,4
565,Serb,Croat Serb,2,Croat,5,0,0,68,4
566,Serb,Bosnjak Serb,1,Serb,7,0,0,37,4
566,Serb,Bosnjak Serb,2,Bosnjak,3,0,0,37,4
567,Serb,Croat Serb,1,Serb,5,1,0,45,3
567,Serb,Croat Serb,2,Croat,5,1,0,45,3
568,Serb,Bosnjak Serb,1,Serb,5,1,0,29,3
568,Serb,Bosnjak Serb,2,Bosnjak,5,1,0,29,3
569,Serb,Bosnjak Serb,1,Bosnjak,3,1,0,71,3
569,Serb,Bosnjak Serb,2,Serb,7,1,0,71,3
57,Bosnjak,Bosnjak Serb,1,Serb,5,0,0,18,1
57,Bosnjak,Bosnjak Serb,2,Bosnjak,5,0,0,18,1
570,Serb,Bosnjak Serb,1,Serb,5,0,0,22,3
570,Serb,Bosnjak Serb,2,Bosnjak,5,0,0,22,3
571,Serb,Bosnjak Serb,1,Bosnjak,4,0,0,22,3
571,Serb,Bosnjak Serb,2,Serb,6,0,0,22,3
572,Serb,Croat Serb,1,Serb,0,0,1,21,1
572,Serb,Croat Serb,2,Croat,10,0,1,21,1
573,Serb,Bosnjak Serb,1,Serb,5,1,0,42,3
573,Serb,Bosnjak Serb,2,Bosnjak,5,1,0,42,3
574,Serb,Bosnjak Croat,1,Bosnjak,5,1,0,34,3
574,Serb,Bosnjak Croat,2,Croat,5,1,0,34,3
575,Serb,Bosnjak Croat,1,Bosnjak,7,0,0,53,4
575,Serb,Bosnjak Croat,2,Croat,3,0,0,53,4
576,Serb,Bosnjak Croat,1,Bosnjak,5,0,1,38,3
576,Serb,Bosnjak Croat,2,Croat,5,0,1,38,3
577,Serb,Bosnjak Croat,1,Bosnjak,5,0,1,53,4
577,Serb,Bosnjak Croat,2,Croat,5,0,1,53,4
578,Serb,Croat Serb,1,Croat,5,0,0,19,2
578,Serb,Croat Serb,2,Serb,5,0,0,19,2
579,Serb,Croat Serb,1,Croat,5,1,1,35,3
579,Serb,Croat Serb,2,Serb,5,1,1,35,3
58,Bosnjak,Bosnjak Serb,1,Bosnjak,5,0,1,31,4
58,Bosnjak,Bosnjak Serb,2,Serb,5,0,1,31,4
580,Serb,Croat Serb,1,Croat,5,NA,1,61,2
580,Serb,Croat Serb,2,Serb,5,NA,1,61,2
581,Bosnjak,Bosnjak Serb,1,Serb,4,0,0,38,1
581,Bosnjak,Bosnjak Serb,2,Bosnjak,6,0,0,38,1
582,Bosnjak,Croat Serb,1,Croat,6,0,0,48,3
582,Bosnjak,Croat Serb,2,Serb,4,0,0,48,3
583,Bosnjak,Bosnjak Serb,1,Serb,2,0,1,20,3
583,Bosnjak,Bosnjak Serb,2,Bosnjak,8,0,1,20,3
584,Bosnjak,Croat Serb,1,Serb,5,1,0,45,3
584,Bosnjak,Croat Serb,2,Croat,5,1,0,45,3
585,Bosnjak,Bosnjak Croat,1,Croat,2,0,0,23,3
585,Bosnjak,Bosnjak Croat,2,Bosnjak,8,0,0,23,3
586,Bosnjak,Bosnjak Croat,1,Bosnjak,6,0,0,23,3
586,Bosnjak,Bosnjak Croat,2,Croat,4,0,0,23,3
587,Bosnjak,Bosnjak Croat,1,Bosnjak,5,1,0,54,3
587,Bosnjak,Bosnjak Croat,2,Croat,5,1,0,54,3
588,Bosnjak,Bosnjak Croat,1,Bosnjak,5,1,0,33,3
588,Bosnjak,Bosnjak Croat,2,Croat,5,1,0,33,3
589,Bosnjak,Bosnjak Croat,1,Bosnjak,5,1,0,55,3
589,Bosnjak,Bosnjak Croat,2,Croat,5,1,0,55,3
59,Bosnjak,Croat Serb,1,Serb,4,0,0,52,4
59,Bosnjak,Croat Serb,2,Croat,6,0,0,52,4
590,Bosnjak,Bosnjak Croat,1,Croat,0,1,0,42,3
590,Bosnjak,Bosnjak Croat,2,Bosnjak,10,1,0,42,3
591,Bosnjak,Bosnjak Serb,1,Serb,5,0,0,41,3
591,Bosnjak,Bosnjak Serb,2,Bosnjak,5,0,0,41,3
592,Bosnjak,Croat Serb,1,Serb,5,0,0,28,1
592,Bosnjak,Croat Serb,2,Croat,5,0,0,28,1
593,Croat,Bosnjak Serb,1,Serb,3,1,1,60,3
593,Croat,Bosnjak Serb,2,Bosnjak,7,1,1,60,3
594,Bosnjak,Croat Serb,1,Serb,2,0,1,42,3
594,Bosnjak,Croat Serb,2,Croat,8,0,1,42,3
595,Bosnjak,Croat Serb,1,Croat,5,1,0,35,3
595,Bosnjak,Croat Serb,2,Serb,5,1,0,35,3
596,Bosnjak,Croat Serb,1,Croat,5,0,0,21,3
596,Bosnjak,Croat Serb,2,Serb,5,0,0,21,3
597,Bosnjak,Bosnjak Serb,1,Bosnjak,6,1,0,24,3
597,Bosnjak,Bosnjak Serb,2,Serb,4,1,0,24,3
598,Serb,Bosnjak Serb,1,Bosnjak,6,0,1,30,4
598,Serb,Bosnjak Serb,2,Serb,4,0,1,30,4
599,Serb,Croat Serb,1,Serb,6,NA,1,30,3
599,Serb,Croat Serb,2,Croat,4,NA,1,30,3
6,Croat,Bosnjak Serb,1,Bosnjak,10,1,1,51,3
6,Croat,Bosnjak Serb,2,Serb,0,1,1,51,3
60,Bosnjak,Croat Serb,1,Croat,6,1,0,45,3
60,Bosnjak,Croat Serb,2,Serb,4,1,0,45,3
600,Serb,Bosnjak Serb,1,Bosnjak,5,0,0,31,3
600,Serb,Bosnjak Serb,2,Serb,5,0,0,31,3
601,Serb,Croat Serb,1,Croat,5,1,1,45,3
601,Serb,Croat Serb,2,Serb,5,1,1,45,3
602,Serb,Bosnjak Serb,1,Serb,0,NA,1,38,3
602,Serb,Bosnjak Serb,2,Bosnjak,10,NA,1,38,3
603,Serb,Bosnjak Serb,1,Bosnjak,5,NA,1,47,3
603,Serb,Bosnjak Serb,2,Serb,5,NA,1,47,3
604,Serb,Croat Serb,1,Croat,0,NA,0,54,3
604,Serb,Croat Serb,2,Serb,10,NA,0,54,3
605,Serb,Croat Serb,1,Serb,5,0,1,50,1
605,Serb,Croat Serb,2,Croat,5,0,1,50,1
606,Serb,Bosnjak Croat,1,Croat,5,1,0,64,3
606,Serb,Bosnjak Croat,2,Bosnjak,5,1,0,64,3
607,Serb,Bosnjak Croat,1,Bosnjak,5,1,1,44,3
607,Serb,Bosnjak Croat,2,Croat,5,1,1,44,3
608,Serb,Bosnjak Croat,1,Croat,5,0,1,37,3
608,Serb,Bosnjak Croat,2,Bosnjak,5,0,1,37,3
609,Serb,Bosnjak Serb,1,Serb,5,1,0,34,3
609,Serb,Bosnjak Serb,2,Bosnjak,5,1,0,34,3
61,Croat,Croat Serb,1,Serb,5,1,1,36,3
61,Croat,Croat Serb,2,Croat,5,1,1,36,3
610,Serb,Croat Serb,1,Serb,5,1,0,35,3
610,Serb,Croat Serb,2,Croat,5,1,0,35,3
611,Serb,Croat Serb,1,Croat,5,0,1,67,1
611,Serb,Croat Serb,2,Serb,5,0,1,67,1
612,Serb,Bosnjak Serb,1,Bosnjak,5,0,1,45,3
612,Serb,Bosnjak Serb,2,Serb,5,0,1,45,3
613,Serb,Bosnjak Croat,1,Bosnjak,9,0,1,43,3
613,Serb,Bosnjak Croat,2,Croat,1,0,1,43,3
614,Serb,Bosnjak Croat,1,Bosnjak,5,NA,0,73,3
614,Serb,Bosnjak Croat,2,Croat,5,NA,0,73,3
615,Serb,Bosnjak Croat,1,Croat,5,0,1,23,3
615,Serb,Bosnjak Croat,2,Bosnjak,5,0,1,23,3
616,Serb,Bosnjak Croat,1,Bosnjak,5,0,1,30,3
616,Serb,Bosnjak Croat,2,Croat,5,0,1,30,3
617,Serb,Croat Serb,1,Serb,7,1,0,32,4
617,Serb,Croat Serb,2,Croat,3,1,0,32,4
618,Serb,Bosnjak Serb,1,Serb,8,0,1,70,1
618,Serb,Bosnjak Serb,2,Bosnjak,2,0,1,70,1
619,Serb,Croat Serb,1,Croat,5,1,0,35,3
619,Serb,Croat Serb,2,Serb,5,1,0,35,3
62,Croat,Bosnjak Croat,1,Croat,5,1,0,37,3
62,Croat,Bosnjak Croat,2,Bosnjak,5,1,0,37,3
620,Serb,Bosnjak Serb,1,Serb,5,NA,0,22,3
620,Serb,Bosnjak Serb,2,Bosnjak,5,NA,0,22,3
621,Serb,Croat Serb,1,Croat,5,1,0,26,3
621,Serb,Croat Serb,2,Serb,5,1,0,26,3
622,Bosnjak,Bosnjak Serb,1,Bosnjak,5,1,0,66,4
622,Bosnjak,Bosnjak Serb,2,Serb,5,1,0,66,4
623,Croat,Croat Serb,1,Croat,5,NA,1,22,3
623,Croat,Croat Serb,2,Serb,5,NA,1,22,3
624,Croat,Bosnjak Serb,1,Serb,5,1,1,18,2
624,Croat,Bosnjak Serb,2,Bosnjak,5,1,1,18,2
625,Croat,Bosnjak Croat,1,Bosnjak,5,1,0,22,3
625,Croat,Bosnjak Croat,2,Croat,5,1,0,22,3
626,Croat,Bosnjak Croat,1,Croat,5,1,1,55,4
626,Croat,Bosnjak Croat,2,Bosnjak,5,1,1,55,4
627,Croat,Bosnjak Serb,1,Bosnjak,4,0,0,71,4
627,Croat,Bosnjak Serb,2,Serb,6,0,0,71,4
628,Croat,Croat Serb,1,Croat,5,0,1,24,3
628,Croat,Croat Serb,2,Serb,5,0,1,24,3
629,Bosnjak,Bosnjak Croat,1,Croat,5,NA,1,23,4
629,Bosnjak,Bosnjak Croat,2,Bosnjak,5,NA,1,23,4
63,Croat,Bosnjak Croat,1,Bosnjak,3,1,0,45,3
63,Croat,Bosnjak Croat,2,Croat,7,1,0,45,3
630,Bosnjak,Bosnjak Croat,1,Croat,5,0,1,23,3
630,Bosnjak,Bosnjak Croat,2,Bosnjak,5,0,1,23,3
631,Bosnjak,Croat Serb,1,Croat,6,0,0,59,4
631,Bosnjak,Croat Serb,2,Serb,4,0,0,59,4
632,Serb,Bosnjak Serb,1,Serb,5,1,1,44,4
632,Serb,Bosnjak Serb,2,Bosnjak,5,1,1,44,4
633,Serb,Croat Serb,1,Serb,5,1,1,23,3
633,Serb,Croat Serb,2,Croat,5,1,1,23,3
634,Bosnjak,Bosnjak Serb,1,Serb,3,0,0,21,4
634,Bosnjak,Bosnjak Serb,2,Bosnjak,7,0,0,21,4
635,Serb,Croat Serb,1,Croat,4,1,0,19,3
635,Serb,Croat Serb,2,Serb,6,1,0,19,3
636,Bosnjak,Bosnjak Croat,1,Bosnjak,5,1,0,61,3
636,Bosnjak,Bosnjak Croat,2,Croat,5,1,0,61,3
637,Bosnjak,Croat Serb,1,Croat,5,1,0,19,3
637,Bosnjak,Croat Serb,2,Serb,5,1,0,19,3
638,Serb,Bosnjak Croat,1,Croat,5,NA,1,51,4
638,Serb,Bosnjak Croat,2,Bosnjak,5,NA,1,51,4
639,Croat,Bosnjak Croat,1,Bosnjak,5,1,1,49,3
639,Croat,Bosnjak Croat,2,Croat,5,1,1,49,3
64,Croat,Bosnjak Croat,1,Croat,5,1,1,45,3
64,Croat,Bosnjak Croat,2,Bosnjak,5,1,1,45,3
640,Croat,Croat Serb,1,Croat,5,NA,0,18,3
640,Croat,Croat Serb,2,Serb,5,NA,0,18,3
641,Bosnjak,Bosnjak Serb,1,Bosnjak,10,NA,0,23,3
641,Bosnjak,Bosnjak Serb,2,Serb,0,NA,0,23,3
642,Bosnjak,Croat Serb,1,Serb,5,1,0,23,3
642,Bosnjak,Croat Serb,2,Croat,5,1,0,23,3
643,Bosnjak,Bosnjak Serb,1,Bosnjak,5,0,0,18,2
643,Bosnjak,Bosnjak Serb,2,Serb,5,0,0,18,2
644,Bosnjak,Bosnjak Croat,1,Croat,5,1,1,60,3
644,Bosnjak,Bosnjak Croat,2,Bosnjak,5,1,1,60,3
645,Bosnjak,Bosnjak Serb,1,Serb,5,1,0,46,3
645,Bosnjak,Bosnjak Serb,2,Bosnjak,5,1,0,46,3
646,Bosnjak,Bosnjak Serb,1,Serb,4,0,0,22,3
646,Bosnjak,Bosnjak Serb,2,Bosnjak,6,0,0,22,3
647,Bosnjak,Croat Serb,1,Croat,5,1,1,21,4
647,Bosnjak,Croat Serb,2,Serb,5,1,1,21,4
648,Bosnjak,Bosnjak Serb,1,Serb,4,NA,1,22,4
648,Bosnjak,Bosnjak Serb,2,Bosnjak,6,NA,1,22,4
649,Croat,Croat Serb,1,Serb,5,1,0,68,4
649,Croat,Croat Serb,2,Croat,5,1,0,68,4
65,Croat,Bosnjak Croat,1,Croat,5,1,0,29,3
65,Croat,Bosnjak Croat,2,Bosnjak,5,1,0,29,3
650,Bosnjak,Bosnjak Serb,1,Serb,6,1,0,35,3
650,Bosnjak,Bosnjak Serb,2,Bosnjak,4,1,0,35,3
651,Croat,Croat Serb,1,Croat,6,1,1,70,4
651,Croat,Croat Serb,2,Serb,4,1,1,70,4
652,Bosnjak,Bosnjak Serb,1,Bosnjak,5,1,1,40,4
652,Bosnjak,Bosnjak Serb,2,Serb,5,1,1,40,4
653,Croat,Croat Serb,1,Croat,5,0,0,58,4
653,Croat,Croat Serb,2,Serb,5,0,0,58,4
654,Serb,Bosnjak Serb,1,Bosnjak,5,0,0,72,4
654,Serb,Bosnjak Serb,2,Serb,5,0,0,72,4
655,Croat,Croat Serb,1,Serb,0,0,0,65,4
655,Croat,Croat Serb,2,Croat,10,0,0,65,4
656,Serb,Bosnjak Croat,1,Croat,5,1,0,18,3
656,Serb,Bosnjak Croat,2,Bosnjak,5,1,0,18,3
657,Serb,Bosnjak Croat,1,Bosnjak,5,1,0,45,3
657,Serb,Bosnjak Croat,2,Croat,5,1,0,45,3
658,Serb,Bosnjak Croat,1,Bosnjak,5,1,1,45,3
658,Serb,Bosnjak Croat,2,Croat,5,1,1,45,3
659,Bosnjak,Bosnjak Croat,1,Croat,5,0,0,29,3
659,Bosnjak,Bosnjak Croat,2,Bosnjak,5,0,0,29,3
66,Bosnjak,Bosnjak Serb,1,Serb,5,1,0,50,3
66,Bosnjak,Bosnjak Serb,2,Bosnjak,5,1,0,50,3
660,Serb,Bosnjak Serb,1,Bosnjak,5,1,1,45,3
660,Serb,Bosnjak Serb,2,Serb,5,1,1,45,3
661,Serb,Bosnjak Croat,1,Croat,5,0,1,20,1
661,Serb,Bosnjak Croat,2,Bosnjak,5,0,1,20,1
662,Bosnjak,Bosnjak Croat,1,Croat,5,NA,1,54,3
