Game,Subject_ethnicity,Recipient_Pairing,Recipient,Recipient_ethnicity,Amount,Fairness,Subject_Gender,Subject_Age,Subject_Education
283,Serb,Bosnjak Croat,1,Bosnjak,5,1,0,20,3
283,Serb,Bosnjak Croat,2,Croat,5,1,0,20,3
284,Serb,Bosnjak Croat,1,Croat,5,1,1,23,3
284,Serb,Bosnjak Croat,2,Bosnjak,5,1,1,23,3
285,Serb,Bosnjak Serb,1,Bosnjak,5,0,1,19,3
285,Serb,Bosnjak Serb,2,Serb,5,0,1,19,3
286,Serb,Bosnjak Serb,1,Serb,9,1,0,28,3
286,Serb,Bosnjak Serb,2,Bosnjak,1,1,0,28,3
287,Serb,Bosnjak Serb,1,Bosnjak,5,0,0,26,3
287,Serb,Bosnjak Serb,2,Serb,5,0,0,26,3
288,Serb,Croat Serb,1,Croat,5,1,1,22,3
288,Serb,Croat Serb,2,Serb,5,1,1,22,3
289,Serb,Croat Serb,1,Croat,5,1,0,20,3
289,Serb,Croat Serb,2,Serb,5,1,0,20,3
29,Croat,Croat Serb,1,Croat,5,1,1,22,3
29,Croat,Croat Serb,2,Serb,5,1,1,22,3
290,Serb,Bosnjak Serb,1,Serb,5,1,1,24,3
290,Serb,Bosnjak Serb,2,Bosnjak,5,1,1,24,3
291,Serb,Bosnjak Serb,1,Bosnjak,5,0,0,49,3
291,Serb,Bosnjak Serb,2,Serb,5,0,0,49,3
292,Serb,Croat Serb,1,Serb,5,1,0,54,3
292,Serb,Croat Serb,2,Croat,5,1,0,54,3
293,Serb,Croat Serb,1,Croat,5,1,1,25,3
293,Serb,Croat Serb,2,Serb,5,1,1,25,3
294,Serb,Bosnjak Croat,1,Bosnjak,5,1,1,44,3
294,Serb,Bosnjak Croat,2,Croat,5,1,1,44,3
295,Serb,Bosnjak Croat,1,Bosnjak,0,0,0,19,3
295,Serb,Bosnjak Croat,2,Croat,10,0,0,19,3
296,Serb,Bosnjak Croat,1,Croat,5,1,1,32,3
296,Serb,Bosnjak Croat,2,Bosnjak,5,1,1,32,3
297,Serb,Bosnjak Croat,1,Bosnjak,5,0,1,36,3
297,Serb,Bosnjak Croat,2,Croat,5,0,1,36,3
298,Serb,Bosnjak Serb,1,Bosnjak,5,1,0,52,3
298,Serb,Bosnjak Serb,2,Serb,5,1,0,52,3
299,Serb,Croat Serb,1,Serb,5,0,0,40,3
299,Serb,Croat Serb,2,Croat,5,0,0,40,3
3,Croat,Bosnjak Serb,1,Bosnjak,10,1,1,45,3
3,Croat,Bosnjak Serb,2,Serb,0,1,1,45,3
30,Croat,Croat Serb,1,Croat,5,0,1,45,3
30,Croat,Croat Serb,2,Serb,5,0,1,45,3
300,Serb,Bosnjak Croat,1,Bosnjak,5,1,0,33,3
300,Serb,Bosnjak Croat,2,Croat,5,1,0,33,3
301,Serb,Bosnjak Croat,1,Bosnjak,5,1,1,36,3
301,Serb,Bosnjak Croat,2,Croat,5,1,1,36,3
302,Serb,Bosnjak Croat,1,Bosnjak,5,1,0,54,3
302,Serb,Bosnjak Croat,2,Croat,5,1,0,54,3
303,Serb,Bosnjak Croat,1,Bosnjak,5,1,1,30,3
303,Serb,Bosnjak Croat,2,Croat,5,1,1,30,3
304,Serb,Bosnjak Croat,1,Croat,5,0,0,52,3
304,Serb,Bosnjak Croat,2,Bosnjak,5,0,0,52,3
305,Serb,Croat Serb,1,Croat,4,1,1,47,3
305,Serb,Croat Serb,2,Serb,6,1,1,47,3
306,Serb,Bosnjak Serb,1,Serb,7,0,1,40,3
306,Serb,Bosnjak Serb,2,Bosnjak,3,0,1,40,3
307,Serb,Bosnjak Serb,1,Serb,5,1,0,33,3
307,Serb,Bosnjak Serb,2,Bosnjak,5,1,0,33,3
308,Serb,Bosnjak Serb,1,Bosnjak,5,1,1,47,3
308,Serb,Bosnjak Serb,2,Serb,5,1,1,47,3
309,Serb,Croat Serb,1,Serb,8,1,0,25,3
309,Serb,Croat Serb,2,Croat,2,1,0,25,3
31,Bosnjak,Bosnjak Serb,1,Serb,5,0,0,22,3
31,Bosnjak,Bosnjak Serb,2,Bosnjak,5,0,0,22,3
310,Serb,Croat Serb,1,Croat,5,0,0,36,3
310,Serb,Croat Serb,2,Serb,5,0,0,36,3
311,Serb,Bosnjak Croat,1,Croat,5,0,1,27,3
311,Serb,Bosnjak Croat,2,Bosnjak,5,0,1,27,3
312,Serb,Croat Serb,1,Croat,5,1,1,54,3
312,Serb,Croat Serb,2,Serb,5,1,1,54,3
313,Serb,Croat Serb,1,Serb,5,1,0,54,4
313,Serb,Croat Serb,2,Croat,5,1,0,54,4
314,Serb,Bosnjak Croat,1,Croat,5,1,0,19,3
314,Serb,Bosnjak Croat,2,Bosnjak,5,1,0,19,3
315,Serb,Bosnjak Croat,1,Croat,5,1,0,23,3
315,Serb,Bosnjak Croat,2,Bosnjak,5,1,0,23,3
316,Serb,Bosnjak Croat,1,Croat,5,1,1,18,2
316,Serb,Bosnjak Croat,2,Bosnjak,5,1,1,18,2
317,Serb,Bosnjak Croat,1,Croat,6,1,0,53,3
317,Serb,Bosnjak Croat,2,Bosnjak,4,1,0,53,3
318,Serb,Bosnjak Croat,1,Croat,0,0,1,50,3
318,Serb,Bosnjak Croat,2,Bosnjak,10,0,1,50,3
319,Serb,Croat Serb,1,Serb,6,1,1,25,4
319,Serb,Croat Serb,2,Croat,4,1,1,25,4
32,Bosnjak,Bosnjak Serb,1,Serb,4,1,1,48,3
32,Bosnjak,Bosnjak Serb,2,Bosnjak,6,1,1,48,3
320,Serb,Croat Serb,1,Croat,4,1,1,27,4
320,Serb,Croat Serb,2,Serb,6,1,1,27,4
321,Serb,Bosnjak Serb,1,Bosnjak,5,1,1,24,3
321,Serb,Bosnjak Serb,2,Serb,5,1,1,24,3
322,Serb,Bosnjak Serb,1,Serb,8,1,1,25,3
322,Serb,Bosnjak Serb,2,Bosnjak,2,1,1,25,3
323,Serb,Bosnjak Serb,1,Serb,10,1,0,24,3
323,Serb,Bosnjak Serb,2,Bosnjak,0,1,0,24,3
324,Serb,Croat Serb,1,Serb,5,1,0,28,4
324,Serb,Croat Serb,2,Croat,5,1,0,28,4
325,Serb,Bosnjak Croat,1,Croat,5,0,0,39,3
325,Serb,Bosnjak Croat,2,Bosnjak,5,0,0,39,3
326,Serb,Bosnjak Croat,1,Croat,5,1,1,35,3
326,Serb,Bosnjak Croat,2,Bosnjak,5,1,1,35,3
327,Serb,Bosnjak Croat,1,Bosnjak,5,1,1,36,3
327,Serb,Bosnjak Croat,2,Croat,5,1,1,36,3
328,Serb,Croat Serb,1,Croat,3,1,1,39,3
328,Serb,Croat Serb,2,Serb,7,1,1,39,3
329,Serb,Croat Serb,1,Serb,5,1,1,50,3
329,Serb,Croat Serb,2,Croat,5,1,1,50,3
33,Serb,Croat Serb,1,Croat,3,0,0,22,3
33,Serb,Croat Serb,2,Serb,7,0,0,22,3
330,Serb,Bosnjak Serb,1,Bosnjak,2,0,0,35,4
330,Serb,Bosnjak Serb,2,Serb,8,0,0,35,4
331,Serb,Bosnjak Serb,1,Serb,7,1,1,23,3
331,Serb,Bosnjak Serb,2,Bosnjak,3,1,1,23,3
332,Serb,Croat Serb,1,Serb,5,1,0,27,4
332,Serb,Croat Serb,2,Croat,5,1,0,27,4
333,Serb,Croat Serb,1,Croat,5,1,0,23,3
333,Serb,Croat Serb,2,Serb,5,1,0,23,3
334,Serb,Bosnjak Serb,1,Bosnjak,5,0,0,23,3
334,Serb,Bosnjak Serb,2,Serb,5,0,0,23,3
335,Serb,Bosnjak Serb,1,Bosnjak,4,1,0,25,3
335,Serb,Bosnjak Serb,2,Serb,6,1,0,25,3
336,Bosnjak,Bosnjak Croat,1,Bosnjak,5,NA,1,55,4
336,Bosnjak,Bosnjak Croat,2,Croat,5,NA,1,55,4
337,Bosnjak,Bosnjak Serb,1,Serb,3,0,1,25,3
337,Bosnjak,Bosnjak Serb,2,Bosnjak,7,0,1,25,3
338,Bosnjak,Croat Serb,1,Croat,5,0,1,45,3
338,Bosnjak,Croat Serb,2,Serb,5,0,1,45,3
339,Bosnjak,Croat Serb,1,Serb,3,0,0,20,3
339,Bosnjak,Croat Serb,2,Croat,7,0,0,20,3
34,Croat,Croat Serb,1,Croat,5,1,0,22,3
34,Croat,Croat Serb,2,Serb,5,1,0,22,3
340,Bosnjak,Bosnjak Serb,1,Serb,3,NA,0,21,3
340,Bosnjak,Bosnjak Serb,2,Bosnjak,7,NA,0,21,3
341,Bosnjak,Croat Serb,1,Croat,7,0,0,20,3
341,Bosnjak,Croat Serb,2,Serb,3,0,0,20,3
342,Bosnjak,Bosnjak Serb,1,Bosnjak,6,1,0,56,3
342,Bosnjak,Bosnjak Serb,2,Serb,4,1,0,56,3
343,Bosnjak,Croat Serb,1,Croat,5,0,0,48,4
343,Bosnjak,Croat Serb,2,Serb,5,0,0,48,4
344,Bosnjak,Bosnjak Serb,1,Bosnjak,7,0,0,52,4
344,Bosnjak,Bosnjak Serb,2,Serb,3,0,0,52,4
345,Bosnjak,Croat Serb,1,Serb,6,0,0,27,3
345,Bosnjak,Croat Serb,2,Croat,4,0,0,27,3
346,Bosnjak,Bosnjak Croat,1,Croat,5,NA,0,27,3
346,Bosnjak,Bosnjak Croat,2,Bosnjak,5,NA,0,27,3
347,Bosnjak,Bosnjak Croat,1,Croat,5,0,1,58,2
347,Bosnjak,Bosnjak Croat,2,Bosnjak,5,0,1,58,2
348,Croat,Bosnjak Croat,1,Croat,5,0,1,45,3
348,Croat,Bosnjak Croat,2,Bosnjak,5,0,1,45,3
349,Croat,Bosnjak Croat,1,Bosnjak,4,0,0,56,1
349,Croat,Bosnjak Croat,2,Croat,6,0,0,56,1
35,Serb,Bosnjak Serb,1,Serb,5,1,0,25,3
35,Serb,Bosnjak Serb,2,Bosnjak,5,1,0,25,3
350,Croat,Croat Serb,1,Croat,5,0,1,56,4
350,Croat,Croat Serb,2,Serb,5,0,1,56,4
351,Croat,Bosnjak Serb,1,Serb,5,0,0,48,3
351,Croat,Bosnjak Serb,2,Bosnjak,5,0,0,48,3
352,Bosnjak,Croat Serb,1,Serb,5,NA,0,41,3
352,Bosnjak,Croat Serb,2,Croat,5,NA,0,41,3
353,Serb,Bosnjak Serb,1,Bosnjak,2,1,0,26,3
353,Serb,Bosnjak Serb,2,Serb,8,1,0,26,3
354,Serb,Croat Serb,1,Serb,5,0,1,25,3
354,Serb,Croat Serb,2,Croat,5,0,1,25,3
355,Serb,Bosnjak Serb,1,Bosnjak,1,0,1,36,3
355,Serb,Bosnjak Serb,2,Serb,9,0,1,36,3
356,Serb,Croat Serb,1,Croat,5,0,0,25,3
356,Serb,Croat Serb,2,Serb,5,0,0,25,3
357,Serb,Bosnjak Serb,1,Bosnjak,3,0,0,36,4
357,Serb,Bosnjak Serb,2,Serb,7,0,0,36,4
358,Bosnjak,Bosnjak Croat,1,Bosnjak,5,NA,0,57,3
358,Bosnjak,Bosnjak Croat,2,Croat,5,NA,0,57,3
359,Bosnjak,Bosnjak Croat,1,Bosnjak,5,1,1,48,3
359,Bosnjak,Bosnjak Croat,2,Croat,5,1,1,48,3
36,Bosnjak,Croat Serb,1,Serb,1,1,0,51,4
36,Bosnjak,Croat Serb,2,Croat,9,1,0,51,4
360,Bosnjak,Bosnjak Serb,1,Serb,0,1,1,37,3
360,Bosnjak,Bosnjak Serb,2,Bosnjak,10,1,1,37,3
361,Bosnjak,Croat Serb,1,Croat,5,1,1,55,3
361,Bosnjak,Croat Serb,2,Serb,5,1,1,55,3
362,Bosnjak,Bosnjak Serb,1,Bosnjak,10,0,0,24,4
362,Bosnjak,Bosnjak Serb,2,Serb,0,0,0,24,4
363,Bosnjak,Croat Serb,1,Croat,7,0,1,31,3
363,Bosnjak,Croat Serb,2,Serb,3,0,1,31,3
364,Bosnjak,Bosnjak Serb,1,Bosnjak,5,NA,1,26,3
364,Bosnjak,Bosnjak Serb,2,Serb,5,NA,1,26,3
365,Bosnjak,Croat Serb,1,Serb,0,0,0,35,3
365,Bosnjak,Croat Serb,2,Croat,10,0,0,35,3
366,Bosnjak,Bosnjak Serb,1,Bosnjak,5,NA,1,49,2
366,Bosnjak,Bosnjak Serb,2,Serb,5,NA,1,49,2
367,Bosnjak,Croat Serb,1,Serb,5,0,1,44,3
367,Bosnjak,Croat Serb,2,Croat,5,0,1,44,3
368,Bosnjak,Bosnjak Croat,1,Bosnjak,5,0,0,56,3
368,Bosnjak,Bosnjak Croat,2,Croat,5,0,0,56,3
369,Bosnjak,Bosnjak Croat,1,Croat,5,0,0,45,3
369,Bosnjak,Bosnjak Croat,2,Bosnjak,5,0,0,45,3
37,Croat,Bosnjak Croat,1,Croat,5,1,1,46,3
37,Croat,Bosnjak Croat,2,Bosnjak,5,1,1,46,3
370,Bosnjak,Bosnjak Croat,1,Bosnjak,9,NA,0,56,4
370,Bosnjak,Bosnjak Croat,2,Croat,1,NA,0,56,4
371,Bosnjak,Bosnjak Croat,1,Croat,5,1,1,27,3
371,Bosnjak,Bosnjak Croat,2,Bosnjak,5,1,1,27,3
372,Bosnjak,Bosnjak Serb,1,Serb,4,0,0,32,3
372,Bosnjak,Bosnjak Serb,2,Bosnjak,6,0,0,32,3
373,Serb,Bosnjak Serb,1,Serb,5,0,0,21,2
373,Serb,Bosnjak Serb,2,Bosnjak,5,0,0,21,2
374,Serb,Croat Serb,1,Croat,5,0,0,22,2
374,Serb,Croat Serb,2,Serb,5,0,0,22,2
375,Serb,Bosnjak Serb,1,Serb,1,0,0,19,3
375,Serb,Bosnjak Serb,2,Bosnjak,9,0,0,19,3
376,Serb,Croat Serb,1,Croat,5,0,0,57,3
376,Serb,Croat Serb,2,Serb,5,0,0,57,3
377,Croat,Bosnjak Serb,1,Bosnjak,10,1,1,59,3
377,Croat,Bosnjak Serb,2,Serb,0,1,1,59,3
378,Croat,Croat Serb,1,Serb,1,NA,1,21,3
378,Croat,Croat Serb,2,Croat,9,NA,1,21,3
379,Croat,Bosnjak Serb,1,Serb,1,1,0,45,3
379,Croat,Bosnjak Serb,2,Bosnjak,9,1,0,45,3
38,Bosnjak,Bosnjak Croat,1,Croat,5,1,1,34,3
38,Bosnjak,Bosnjak Croat,2,Bosnjak,5,1,1,34,3
380,Croat,Croat Serb,1,Serb,5,1,0,22,3
380,Croat,Croat Serb,2,Croat,5,1,0,22,3
381,Croat,Bosnjak Croat,1,Bosnjak,4,0,1,45,4
381,Croat,Bosnjak Croat,2,Croat,6,0,1,45,4
382,Serb,Bosnjak Croat,1,Bosnjak,3,1,1,47,3
382,Serb,Bosnjak Croat,2,Croat,7,1,1,47,3
383,Serb,Bosnjak Croat,1,Bosnjak,8,0,0,34,3
383,Serb,Bosnjak Croat,2,Croat,2,0,0,34,3
384,Serb,Bosnjak Croat,1,Bosnjak,4,NA,1,49,3
384,Serb,Bosnjak Croat,2,Croat,6,NA,1,49,3
385,Croat,Bosnjak Serb,1,Bosnjak,5,NA,1,44,3
385,Croat,Bosnjak Serb,2,Serb,5,NA,1,44,3
386,Croat,Croat Serb,1,Croat,5,NA,1,20,3
386,Croat,Croat Serb,2,Serb,5,NA,1,20,3
387,Croat,Bosnjak Serb,1,Bosnjak,5,1,0,65,3
387,Croat,Bosnjak Serb,2,Serb,5,1,0,65,3
388,Croat,Croat Serb,1,Croat,5,0,1,24,3
388,Croat,Croat Serb,2,Serb,5,0,1,24,3
389,Croat,Bosnjak Serb,1,Bosnjak,5,0,0,21,2
389,Croat,Bosnjak Serb,2,Serb,5,0,0,21,2
39,Croat,Bosnjak Croat,1,Bosnjak,5,1,1,25,3
39,Croat,Bosnjak Croat,2,Croat,5,1,1,25,3
390,Croat,Croat Serb,1,Croat,5,1,0,26,4
390,Croat,Croat Serb,2,Serb,5,1,0,26,4
391,Croat,Bosnjak Serb,1,Serb,5,1,0,22,4
391,Croat,Bosnjak Serb,2,Bosnjak,5,1,0,22,4
392,Croat,Croat Serb,1,Serb,5,0,1,47,3
392,Croat,Croat Serb,2,Croat,5,0,1,47,3
393,Croat,Bosnjak Croat,1,Bosnjak,5,1,0,55,3
393,Croat,Bosnjak Croat,2,Croat,5,1,0,55,3
394,Croat,Bosnjak Croat,1,Bosnjak,6,1,0,60,1
394,Croat,Bosnjak Croat,2,Croat,4,1,0,60,1
395,Bosnjak,Bosnjak Croat,1,Croat,5,0,0,56,3
395,Bosnjak,Bosnjak Croat,2,Bosnjak,5,0,0,56,3
396,Bosnjak,Bosnjak Croat,1,Croat,5,1,0,26,3
396,Bosnjak,Bosnjak Croat,2,Bosnjak,5,1,0,26,3
397,Bosnjak,Bosnjak Croat,1,Croat,5,0,0,55,3
397,Bosnjak,Bosnjak Croat,2,Bosnjak,5,0,0,55,3
398,Bosnjak,Bosnjak Croat,1,Croat,5,0,0,42,4
398,Bosnjak,Bosnjak Croat,2,Bosnjak,5,0,0,42,4
399,Bosnjak,Bosnjak Serb,1,Bosnjak,5,0,0,24,3
399,Bosnjak,Bosnjak Serb,2,Serb,5,0,0,24,3
4,Bosnjak,Bosnjak Serb,1,Serb,5,1,0,40,3
4,Bosnjak,Bosnjak Serb,2,Bosnjak,5,1,0,40,3
40,Bosnjak,Bosnjak Croat,1,Bosnjak,9,0,1,20,4
40,Bosnjak,Bosnjak Croat,2,Croat,1,0,1,20,4
400,Bosnjak,Croat Serb,1,Serb,5,NA,0,25,3
400,Bosnjak,Croat Serb,2,Croat,5,NA,0,25,3
401,Bosnjak,Bosnjak Serb,1,Bosnjak,10,0,0,38,3
401,Bosnjak,Bosnjak Serb,2,Serb,0,0,0,38,3
402,Bosnjak,Croat Serb,1,Croat,9,1,0,33,3
402,Bosnjak,Croat Serb,2,Serb,1,1,0,33,3
403,Bosnjak,Bosnjak Serb,1,Bosnjak,5,1,1,29,3
403,Bosnjak,Bosnjak Serb,2,Serb,5,1,1,29,3
404,Bosnjak,Croat Serb,1,Croat,7,NA,1,55,3
404,Bosnjak,Croat Serb,2,Serb,3,NA,1,55,3
405,Bosnjak,Bosnjak Serb,1,Bosnjak,8,1,0,53,1
405,Bosnjak,Bosnjak Serb,2,Serb,2,1,0,53,1
406,Bosnjak,Croat Serb,1,Serb,5,1,1,46,4
406,Bosnjak,Croat Serb,2,Croat,5,1,1,46,4
407,Bosnjak,Bosnjak Croat,1,Bosnjak,4,0,1,36,4
407,Bosnjak,Bosnjak Croat,2,Croat,6,0,1,36,4
408,Bosnjak,Bosnjak Croat,1,Croat,5,0,1,57,3
408,Bosnjak,Bosnjak Croat,2,Bosnjak,5,0,1,57,3
409,Serb,Bosnjak Croat,1,Bosnjak,0,0,0,24,3
409,Serb,Bosnjak Croat,2,Croat,10,0,0,24,3
41,Bosnjak,Bosnjak Croat,1,Croat,0,1,0,23,4
41,Bosnjak,Bosnjak Croat,2,Bosnjak,10,1,0,23,4
410,Serb,Bosnjak Croat,1,Bosnjak,6,0,1,25,3
410,Serb,Bosnjak Croat,2,Croat,4,0,1,25,3
411,Bosnjak,Bosnjak Serb,1,Bosnjak,5,1,1,51,1
411,Bosnjak,Bosnjak Serb,2,Serb,5,1,1,51,1
412,Serb,Croat Serb,1,Serb,5,1,1,51,3
412,Serb,Croat Serb,2,Croat,5,1,1,51,3
413,Serb,Bosnjak Serb,1,Bosnjak,5,0,1,51,1
413,Serb,Bosnjak Serb,2,Serb,5,0,1,51,1
414,Bosnjak,Croat Serb,1,Croat,5,NA,0,35,4
414,Bosnjak,Croat Serb,2,Serb,5,NA,0,35,4
415,Serb,Croat Serb,1,Serb,5,0,1,41,4
415,Serb,Croat Serb,2,Croat,5,0,1,41,4
416,Serb,Bosnjak Serb,1,Bosnjak,5,1,1,39,3
416,Serb,Bosnjak Serb,2,Serb,5,1,1,39,3
417,Serb,Croat Serb,1,Croat,1,0,0,36,4
417,Serb,Croat Serb,2,Serb,9,0,0,36,4
418,Bosnjak,Bosnjak Serb,1,Bosnjak,5,1,0,56,3
418,Bosnjak,Bosnjak Serb,2,Serb,5,1,0,56,3
419,Serb,Croat Serb,1,Serb,7,0,0,25,3
419,Serb,Croat Serb,2,Croat,3,0,0,25,3
42,Bosnjak,Bosnjak Serb,1,Serb,5,1,0,22,3
42,Bosnjak,Bosnjak Serb,2,Bosnjak,5,1,0,22,3
420,Serb,Bosnjak Serb,1,Serb,5,NA,0,24,3
420,Serb,Bosnjak Serb,2,Bosnjak,5,NA,0,24,3
421,Serb,Croat Serb,1,Croat,1,0,0,18,2
421,Serb,Croat Serb,2,Serb,9,0,0,18,2
422,Bosnjak,Bosnjak Croat,1,Croat,5,0,0,37,3
422,Bosnjak,Bosnjak Croat,2,Bosnjak,5,0,0,37,3
423,Bosnjak,Bosnjak Croat,1,Bosnjak,5,0,0,25,3
423,Bosnjak,Bosnjak Croat,2,Croat,5,0,0,25,3
424,Serb,Bosnjak Croat,1,Croat,3,0,0,26,3
424,Serb,Bosnjak Croat,2,Bosnjak,7,0,0,26,3
425,Bosnjak,Bosnjak Croat,1,Bosnjak,3,0,1,30,3
425,Bosnjak,Bosnjak Croat,2,Croat,7,0,1,30,3
426,Bosnjak,Bosnjak Croat,1,Bosnjak,5,NA,1,26,2
426,Bosnjak,Bosnjak Croat,2,Croat,5,NA,1,26,2
427,Bosnjak,Croat Serb,1,Serb,5,1,1,53,2
427,Bosnjak,Croat Serb,2,Croat,5,1,1,53,2
428,Bosnjak,Bosnjak Serb,1,Serb,5,1,0,44,1
428,Bosnjak,Bosnjak Serb,2,Bosnjak,5,1,0,44,1
429,Bosnjak,Croat Serb,1,Serb,5,1,1,44,3
429,Bosnjak,Croat Serb,2,Croat,5,1,1,44,3
43,Croat,Bosnjak Serb,1,Serb,3,1,0,23,3
43,Croat,Bosnjak Serb,2,Bosnjak,7,1,0,23,3
430,Bosnjak,Bosnjak Serb,1,Serb,5,0,1,44,3
430,Bosnjak,Bosnjak Serb,2,Bosnjak,5,0,1,44,3
431,Serb,Bosnjak Serb,1,Bosnjak,5,NA,0,19,3
431,Serb,Bosnjak Serb,2,Serb,5,NA,0,19,3
432,Serb,Bosnjak Croat,1,Bosnjak,5,0,0,19,2
432,Serb,Bosnjak Croat,2,Croat,5,0,0,19,2
433,Serb,Bosnjak Croat,1,Bosnjak,5,0,1,51,4
433,Serb,Bosnjak Croat,2,Croat,5,0,1,51,4
434,Serb,Bosnjak Croat,1,Bosnjak,5,0,1,50,2
434,Serb,Bosnjak Croat,2,Croat,5,0,1,50,2
435,Serb,Bosnjak Croat,1,Croat,5,1,1,58,4
435,Serb,Bosnjak Croat,2,Bosnjak,5,1,1,58,4
436,Serb,Bosnjak Croat,1,Croat,5,1,1,68,4
436,Serb,Bosnjak Croat,2,Bosnjak,5,1,1,68,4
437,Serb,Bosnjak Serb,1,Bosnjak,3,1,0,27,3
437,Serb,Bosnjak Serb,2,Serb,7,1,0,27,3
438,Serb,Croat Serb,1,Croat,2,1,0,75,4
438,Serb,Croat Serb,2,Serb,8,1,0,75,4
439,Serb,Bosnjak Croat,1,Bosnjak,4,1,0,77,4
439,Serb,Bosnjak Croat,2,Croat,6,1,0,77,4
44,Croat,Bosnjak Serb,1,Bosnjak,9,1,1,35,4
44,Croat,Bosnjak Serb,2,Serb,1,1,1,35,4
440,Serb,Bosnjak Croat,1,Bosnjak,5,1,0,45,3
440,Serb,Bosnjak Croat,2,Croat,5,1,0,45,3
441,Serb,Bosnjak Serb,1,Serb,6,0,0,36,3
441,Serb,Bosnjak Serb,2,Bosnjak,4,0,0,36,3
442,Serb,Croat Serb,1,Croat,0,0,0,32,4
442,Serb,Croat Serb,2,Serb,10,0,0,32,4
443,Serb,Bosnjak Serb,1,Serb,6,0,1,57,3
443,Serb,Bosnjak Serb,2,Bosnjak,4,0,1,57,3
444,Serb,Croat Serb,1,Serb,4,1,0,29,4
444,Serb,Croat Serb,2,Croat,6,1,0,29,4
445,Serb,Bosnjak Serb,1,Bosnjak,5,1,1,46,4
445,Serb,Bosnjak Serb,2,Serb,5,1,1,46,4
446,Serb,Croat Serb,1,Croat,3,0,1,36,4
446,Serb,Croat Serb,2,Serb,7,0,1,36,4
447,Serb,Bosnjak Serb,1,Bosnjak,3,0,0,27,3
447,Serb,Bosnjak Serb,2,Serb,7,0,0,27,3
448,Serb,Croat Serb,1,Serb,5,1,0,76,3
448,Serb,Croat Serb,2,Croat,5,1,0,76,3
449,Serb,Bosnjak Serb,1,Serb,9,0,1,19,2
449,Serb,Bosnjak Serb,2,Bosnjak,1,0,1,19,2
45,Serb,Bosnjak Serb,1,Bosnjak,10,0,1,53,3
45,Serb,Bosnjak Serb,2,Serb,0,0,1,53,3
450,Serb,Croat Serb,1,Serb,5,1,0,26,3
450,Serb,Croat Serb,2,Croat,5,1,0,26,3
451,Serb,Croat Serb,1,Croat,1,0,1,35,4
451,Serb,Croat Serb,2,Serb,9,0,1,35,4
452,Serb,Bosnjak Serb,1,Bosnjak,4,0,1,26,3
452,Serb,Bosnjak Serb,2,Serb,6,0,1,26,3
453,Serb,Bosnjak Serb,1,Serb,5,1,1,24,3
453,Serb,Bosnjak Serb,2,Bosnjak,5,1,1,24,3
454,Serb,Croat Serb,1,Croat,6,1,1,55,3
454,Serb,Croat Serb,2,Serb,4,1,1,55,3
455,Serb,Bosnjak Serb,1,Bosnjak,2,0,0,27,3
455,Serb,Bosnjak Serb,2,Serb,8,0,0,27,3
456,Serb,Bosnjak Serb,1,Serb,6,1,0,51,4
456,Serb,Bosnjak Serb,2,Bosnjak,4,1,0,51,4
457,Serb,Bosnjak Serb,1,Serb,5,0,0,36,3
457,Serb,Bosnjak Serb,2,Bosnjak,5,0,0,36,3
458,Serb,Croat Serb,1,Croat,5,0,0,37,3
458,Serb,Croat Serb,2,Serb,5,0,0,37,3
459,Serb,Croat Serb,1,Serb,5,1,1,53,4
459,Serb,Croat Serb,2,Croat,5,1,1,53,4
46,Bosnjak,Bosnjak Serb,1,Serb,5,1,1,43,3
46,Bosnjak,Bosnjak Serb,2,Bosnjak,5,1,1,43,3
460,Serb,Bosnjak Serb,1,Serb,5,1,1,40,1
460,Serb,Bosnjak Serb,2,Bosnjak,5,1,1,40,1
461,Serb,Croat Serb,1,Serb,7,0,0,23,4
461,Serb,Croat Serb,2,Croat,3,0,0,23,4
462,Serb,Bosnjak Croat,1,Bosnjak,4,0,0,23,3
462,Serb,Bosnjak Croat,2,Croat,6,0,0,23,3
463,Serb,Bosnjak Serb,1,Bosnjak,5,0,0,25,3
463,Serb,Bosnjak Serb,2,Serb,5,0,0,25,3
464,Serb,Bosnjak Croat,1,Croat,3,0,0,30,4
464,Serb,Bosnjak Croat,2,Bosnjak,7,0,0,30,4
465,Serb,Bosnjak Croat,1,Croat,5,1,1,23,3
465,Serb,Bosnjak Croat,2,Bosnjak,5,1,1,23,3
466,Serb,Croat Serb,1,Serb,5,0,0,26,3
466,Serb,Croat Serb,2,Croat,5,0,0,26,3
467,Serb,Croat Serb,1,Serb,5,NA,1,25,3
467,Serb,Croat Serb,2,Croat,5,NA,1,25,3
468,Serb,Bosnjak Serb,1,Serb,5,1,0,58,3
468,Serb,Bosnjak Serb,2,Bosnjak,5,1,0,58,3
469,Serb,Bosnjak Croat,1,Croat,5,0,1,45,3
469,Serb,Bosnjak Croat,2,Bosnjak,5,0,1,45,3
47,Bosnjak,Croat Serb,1,Croat,7,1,0,27,3
47,Bosnjak,Croat Serb,2,Serb,3,1,0,27,3
470,Serb,Croat Serb,1,Croat,5,0,1,44,3
470,Serb,Croat Serb,2,Serb,5,0,1,44,3
471,Serb,Bosnjak Croat,1,Croat,4,0,1,60,4
471,Serb,Bosnjak Croat,2,Bosnjak,6,0,1,60,4
472,Serb,Bosnjak Serb,1,Bosnjak,5,0,1,55,3
472,Serb,Bosnjak Serb,2,Serb,5,0,1,55,3
