time,treatment,District,Region,city,lnarea,lnpopden,index_infra,index_agric,index_health,index_education,index_comms,index_bus_dev
0,0,1,1,1,2.1871743202209473,5.834738731384277,3,13.012471282854676,0.003792667528614402,1,2,3.1361995418556035
0,0,1,1,1,1.4906543493270874,6.2909016609191895,2,5,7.304602186195552e-4,2.000876552250702,2,5
0,0,1,1,1,1.2837077379226685,5.727506160736084,3,5.121731293387711,0.09727626293897629,2.0525291822850704,3,3.2795311212539673
0,0,1,1,1,1.8976198434829712,5.701781272888184,3,7,9.24000923987478e-4,2.0021945021580905,2,2.059088632464409
0,0,1,1,1,1.7732559442520142,5.698676109313965,4,7.00113765639253,0.0041928719729185104,3.001703354297206,1,2.1461888537742198
0,0,1,1,1,1.6331543922424316,6.079289436340332,3,4,0.007263922598212957,2.002421307610348,3,2
0,0,1,1,1,2.5416018962860107,5.0184783935546875,3,5.345312498509884,0.009469302371144295,2.018522372469306,2,2.0494791669771075
0,0,1,1,1,1.2725656032562256,5.913578510284424,2,4,0.030633339658379555,1.0031948881223798,2,1.1112793311476707
0,0,1,1,1,0.6931471824645996,6.483107566833496,3,5,0.045478034764528275,2,1,2.0321100912988186
0,0,1,1,1,1.661081075668335,6.035131454467773,3,5,0.060370851308107376,3.0161707624793053,1,1.0786363631486893
0,0,1,1,1,1.8589507341384888,5.589965343475342,2,6.018044237978756,0.1000555083155632,2.0159589238464832,3,4.018626309931278
0,0,1,1,1,1.4134230613708496,6.562485218048096,2,8,0.010463844984769821,2.0024988285731524,1,2.0268041230738163
0,0,1,1,1,2.197002410888672,5.5523200035095215,3,9.025862069800496,1.1147169843316078,2.0342452824115753,3,3.0577586218714714
0,0,1,1,1,2.3583035469055176,5.659003734588623,4,8.049455985426903,0.004361099097877741,2.010466638021171,2,2.0989119708538055
0,0,1,1,1,2.116255521774292,6.109515190124512,4,9,6.859651766717434e-4,1.0010289477650076,2,2.009368307888508
0,0,1,1,1,2.215937376022339,5.512478351593018,4,18.018485916079953,0.014595898799598217,3.0085645355284214,2,0.04533450584858656
0,0,1,1,1,2.057962417602539,5.523247241973877,2,4,0,2.0256471429020166,2,2.3059663474559784
0,0,1,1,1,2.0187621116638184,5.581640243530273,4,7.000500250142068,0.09335236251354218,3.0035676062107086,2,2.16908454708755
0,0,1,1,1,1.4100109338760376,6.629791259765625,3,3,0,3.0007945967372507,3,2
0,0,1,1,1,3.062455892562866,5.125955581665039,4,6.093914978206158,0,2.0331169702112675,2,3.0730758532881737
0,0,1,1,1,2.370243787765503,5.921051979064941,3,11,0.0030796565115451813,1.009949658997357,2,1.013035848736763
0,0,1,1,1,1.2612978219985962,6.2972187995910645,3,5.0250391233712435,0.040832456201314926,2.0046101161278784,1,3.036515388637781
0,0,1,1,1,1.8063195943832397,5.46677303314209,4,6,0.033358749002218246,2.023827677592635,2,4.121443445794284
0,0,1,1,1,1.425515055656433,5.993865489959717,2,3,0,1.00530222710222,3,2
0,0,1,1,1,1.6937791109085083,6.003796100616455,4,5.012709941249341,0.0026870162691920996,3.001934651751071,3,1
0,0,1,1,1,1.07158362865448,6.510645389556885,4,6.020376974716783,0.00291647226549685,2.0018665422685444,1,1.0101884873583913
0,0,1,1,1,1.3217558860778809,6.279646396636963,4,7,0.038863249123096466,2.000850133597851,3,2.01749125495553
0,0,1,1,1,2.067242383956909,5.675593376159668,2,6.011713665910065,0.08604240417480469,1.0155477030202746,2,2.0151843819767237
0,0,1,1,1,0.9932518005371094,6.2358622550964355,3,3.050036258995533,0,0.0056026894599199295,1,1.0398839749395847
0,0,1,1,1,2.244638204574585,5.311266899108887,3,5.016736401244998,0.1698354035615921,2.0159499812871218,3,5.01412133872509
0,0,1,1,1,1.318818211555481,5.782033443450928,4,7,7.646721205674112e-4,3.0038233606610447,2,1
0,0,1,1,1,1.5496878623962402,6.0522141456604,3,6.944055914878845,0,3,1,4
0,0,1,1,1,2.29394793510437,5.411314487457275,3,7,0,3.014691478572786,2,1.0094594592228532
0,0,1,1,1,1.7387102842330933,5.692589282989502,2,5,8.813900640234351e-4,2.0012591286795214,3,2.0106635075062513
0,0,1,1,1,2.1177003383636475,5.359903812408447,4,7,0,2.016122531145811,3,1.045248869806528
0,0,1,1,1,2.6837575435638428,4.524842739105225,3,10.034048851579428,0.003566066036000848,2.013138137757778,3,4.279792755842209
0,0,1,1,1,1.788420557975769,5.7983832359313965,3,8.38032454252243,0.03357314318418503,1.0035971223842353,2,3.0010141987586394
0,0,1,1,1,3.0937659740448,4.241215705871582,3,6.46836269274354,0.033183734863996506,2.0137358903884888,2,1.0991519913077354
1,0,1,1,1,1.4678744077682495,5.750302314758301,1,3.010997067205608,0,2,3,5
1,0,1,1,1,1.5475624799728394,6.24890661239624,4,5.083059209398925,0.005774569697678089,3.017434759065509,3,4.004111842252314
1,0,1,1,1,1.9095425605773926,5.658836841583252,3,6.001033057807945,0.0040611885488033295,2.0055502909235656,3,4.0108471075072885
1,0,1,1,1,2.5756609439849854,5.37941312789917,3,7.01052631624043,0,2.024250440299511,3,2.1073684245347977
1,0,1,1,1,2.5176963806152344,4.742123126983643,5,7,0.06841611862182617,1.0399875044822693,2,3.08790435642004
1,0,1,1,1,2.844909429550171,4.246000289916992,3,7.401332212612033,0.1890268325805664,1.0110132154077291,2,3.016652788966894
1,0,1,1,1,3.28128719329834,4.436954021453857,2,9,0,1.0039886543527246,2,1.0595820359885693
1,0,1,1,1,2.059238910675049,5.951784610748291,4,6.110152620298322,0.009055627509951591,3.0472186282277107,2,3.12939615175128
1,0,1,1,1,3.1742968559265137,4.751944541931152,4,13,1.0152473887428641,2.0077761681750417,3,3
1,0,1,1,1,1.5830938816070557,6.548730850219727,4,5.01176124624908,0,1.001421244465746,2,3.0047044986858964
1,0,1,1,1,1.667706847190857,6.461173057556152,3,5,0,1.0030557678546757,2,2.0058979652822018
1,0,1,1,1,1.1346226930618286,6.004244327545166,3,7,0.125,2.014534884132445,3,2.1420634984970093
1,0,1,1,1,1.3532544374465942,6.3287672996521,4,4,0.013817809522151947,2.014329580590129,1,1.0968188121914864
1,0,1,1,1,2.430978298187256,5.148189544677734,1,4.127746552228928,0,1,0,1
1,0,1,1,1,1.801709771156311,5.701028347015381,4,8,0.03429462015628815,3.004832424223423,3,2.120794266462326
1,0,1,1,1,1.816452145576477,6.222705364227295,4,7,0.0020000000949949026,2.00259259250015,3,3.2741935551166534
1,0,1,1,1,2.018895149230957,5.64451265335083,4,7,0.00650684954598546,3.0098173515871167,3,1.4654767489992082
1,0,1,1,1,1.5769147872924805,6.266149520874023,4,6,0,2,3,2
1,0,1,1,1,1.9586853981018066,5.996388912200928,4,17.07122807065025,0.013137557543814182,2.0002575991675258,3,3.018245614191983
1,0,1,1,1,1.4134230613708496,6.59460973739624,4,5,0.003077480010688305,1,2,3
1,0,1,1,1,1.796747088432312,6.327403545379639,5,5.06014814710943,0.03797847032546997,4.006728468928486,3,3.0355555564165115
1,0,1,1,1,2.0918641090393066,5.987133979797363,4,3.000309981405735,0.032625000923871994,2.0116875004023314,2,2.271233730018139
1,0,1,1,1,2.0893919467926025,5.814942836761475,3,7.487264662981033,0.009322560392320156,1.00233064009808,3,4.011074197478592
1,0,1,1,1,1.235471487045288,6.2955451011657715,4,6.174798924475908,0.004829751327633858,1.0060371891595423,2,1.0563002675771713
1,0,1,1,1,2.3721110820770264,5.920687675476074,5,5,0.01923934556543827,1.006752882618457,2,1.0100125158205628
1,0,1,1,1,1.932969570159912,5.964326858520508,4,6.033457249403,1.0002870813477784,3.005741626955569,2,1.0055762082338333
1,0,1,1,1,3.1925318241119385,4.838202953338623,4,7.138256341218948,0.037792954593896866,3.0066739097237587,2,3.008783344179392
1,0,1,1,1,1.5390154123306274,6.631735801696777,4,5.127262443304062,0.0017875919584184885,1.0007360673043877,2,1
1,0,1,1,1,1.2974631786346436,6.055618762969971,3,6,1.0922397151589394,4.018227009102702,3,2.023062139749527
1,0,1,1,1,1.6174061298370361,6.131485462188721,5,7,0.009886850602924824,3.0049434253014624,2,3.001724881469272
1,0,1,1,1,2.3580198287963867,5.752407550811768,3,8,0,2,2,4.064583957195282
1,0,1,1,1,1.9600948095321655,5.068992614746094,3,4.066430456936359,0.04444444552063942,2.0266666673123837,3,3.177147924900055
1,0,1,1,1,1.2527629137039185,5.962477207183838,5,12,0,2,3,3.0904411803931
1,0,1,1,1,2.0438144207000732,5.55758810043335,4,9,0,3,3,1
1,0,1,1,1,1.6014057397842407,6.343086242675781,4,12.001773049589247,0,2.0156066194176674,2,2.1148936171084642
1,0,1,1,1,1.6974488496780396,6.203558444976807,3,4.92592591047287,0.060054048895835876,1.0060054049827158,1,2.064814815297723
1,0,1,1,1,1.7526720762252808,6.0556511878967285,2,4.1625355537980795,0.005324459169059992,2.008319467306137,2,4.180820807814598
1,0,1,1,1,1.5411590337753296,5.791210174560547,3,13.099411383271217,0,1.0264978650957346,2,2.0981033369898796
1,0,1,1,1,1.5454325675964355,6.239872455596924,3,3,0.019734960049390793,2.0047668986953795,3,1
1,0,1,1,1,0.9707789421081543,6.661137580871582,3,11.084343187510967,0.008152713999152184,2.0202823616564274,2,4
1,0,1,1,1,2.292534828186035,5.219536781311035,3,5.065573766827583,0.009653674438595772,1.0120670925825834,2,4.13661202788353
1,0,1,1,1,1.788420557975769,5.888516426086426,4,8,0,1,2,2
1,0,1,1,1,2.0930979251861572,5.66907262802124,3,7,0.0049217441119253635,2.00196869764477,3,3.109787233173847
1,0,1,1,1,1.7047480344772339,6.098278522491455,4,6,0,1.0070098135620356,2,2.0326797403395176
1,0,1,1,1,2.3767645359039307,5.404791355133057,3,8,0,1,2,2
1,0,1,1,1,1.971299409866333,5.664487361907959,3,5.062771610915661,0.0320175439119339,2.0109649123623967,2,2.1352003812789917
1,0,1,1,1,1.3737156391143799,6.948435306549072,3,6,0,3.000153539076564,3,3.011667476966977
1,0,1,1,1,2.21811580657959,5.576295375823975,5,5,0,3.002547121839598,3,1
1,0,1,1,1,0.9282193183898926,6.565097808837891,4,5,0.04146023467183113,2.004041721113026,3,2.015033407602459
1,0,1,1,1,1.8245493173599243,7.324978828430176,5,4.000106269922981,0,2.0112874349579215,3,4.008501593954861
1,0,1,1,1,1.843719244003296,5.43006706237793,3,6,1.005991189274937,3.0334801748394966,3,4.100554786622524
1,0,1,1,1,1.997417688369751,6.489109992980957,4,3,1.0121492445468903,2.0016651249025017,3,4
1,0,1,1,1,1.667706847190857,6.59820032119751,5,33,0,3,3,3
1,0,1,1,1,2.4078454971313477,5.779453754425049,3,5.030876217409968,0,1,2,2
1,0,1,1,1,1.235471487045288,6.582153797149658,5,4,1,2,3,4
1,0,1,1,1,1.6292405128479004,5.979629993438721,3,15,0.017737485468387604,2.037445802241564,2,3.260416656732559
1,0,1,1,1,2.6195831298828125,5.590269565582275,5,10.02447647601366,0.01789199747145176,1.0081327259540558,1,1.1903725862503052
1,0,1,1,1,1.9906103610992432,5.860661506652832,4,5.004671078175306,0.030100617557764053,2.009808066301048,2,2.0264694429934025
1,0,1,1,1,2.079441547393799,6.182601451873779,3,7.00645327847451,1.0046613034792244,2.034583866596222,2,2.1522973626852036
1,0,1,1,1,1.8671760559082031,5.45863151550293,4,7,0.08403361588716507,2.004295051563531,2,3.2132982164621353
1,0,1,1,1,1.9572738409042358,5.328917980194092,4,7.410958915948868,0,2,3,2.2773972749710083
1,0,1,1,1,1.974081039428711,5.906723499298096,4,6,0.004353764932602644,1.0829776301980019,2,3.042328041046858
1,0,1,1,1,1.6154199838638306,6.245921611785889,5,15.01387283205986,0.010655932128429413,2.0071039544418454,3,3
1,0,1,1,1,3.5481796264648437,3.806182622909546,3,22,0,2.00439045811072,2,1.0908509269356728
1,0,1,1,1,1.7833912372589111,5.904605865478516,2,7,0,1.0048402710817754,2,2
1,0,1,1,1,1.7900913953781128,6.526208877563477,3,17,0,1,0,0.02982885017991066
1,0,1,1,1,1.3912818431854248,6.377251625061035,3,5,0.008494903333485126,2.007495502475649,2,4.050739958882332
1,0,1,1,1,2.3025851249694824,6.040254592895508,5,6,0,3.003125000046566,3,0.02380952425301075
1,0,1,1,1,3.0130808353424072,4.878997325897217,5,5.013826606795192,0.022745808586478233,2.0227458085864782,2,2.2855007350444794
1,0,1,1,1,1.997417688369751,5.834993362426758,4,7,1.0250594299286604,3.009904912672937,3,3
1,0,1,1,1,2.1552445888519287,5.298896789550781,3,6.024898668751121,0.046191249042749405,2.015235007740557,3,2.079907350242138
1,0,1,1,1,1.1662709712982178,6.835753917694092,5,9,0,2,2,3
1,0,1,1,1,1.3660917282104492,6.497175216674805,4,4.023076923564076,1.031775701791048,3.018691588193178,1,3.1196153853088617
1,0,1,1,1,0.9932518005371094,6.417700290679932,3,7.010278114117682,0.0021480738651007414,2.0058714020997286,2,1
1,0,1,1,1,1.3297239542007446,5.892841815948486,4,5,0.00494967820122838,1.0123741952702403,3,1.1459853947162628
1,0,1,1,1,2.116255521774292,6.397531986236572,2,8,0,2,1,3
1,0,1,1,1,1.495148777961731,6.156921863555908,4,7,0,0.025913285091519356,2,1.0598574839532375
1,0,1,1,1,2.394252300262451,5.599705219268799,5,5,1.0028483073692769,2.025797525420785,2,2.0732365834410302
1,0,1,1,1,1.4906543493270874,6.411463260650635,2,8.01849796436727,0,2.0022696929518133,2,1
0,0,2,2,0,4.000711441040039,2.6443796157836914,2,7.100130066275597,0.9624760746955872,1.062619499862194,2,2.3081924468278885
0,0,2,2,0,3.779085636138916,3.145526647567749,3,15.07374631613493,0.4740469455718994,1.0015076459385455,2,3.014749262481928
0,0,2,2,0,3.597860097885132,3.004727840423584,3,6.521031215786934,0.9981293678283691,3.057723142206669,1,3.303934872150421
0,0,2,2,0,3.6823582649230957,3.1020987033843994,3,18.00904977414757,0.12440191209316254,2.0337446480989456,1,2.401583702303469
0,0,2,2,0,3.3492021560668945,2.7754812240600586,3,30,0,1,1,1.842450737953186
0,0,2,2,0,2.7173402309417725,3.621253728866577,4,13,0,2,0,1.7809187173843384
0,0,2,2,0,3.367295742034912,2.9922780990600586,3,32,1,0,1,2.562283754348755
0,0,2,2,0,4.623108386993408,2.1126716136932373,2,5.217339664697647,1.0230670645833015,2.0166595466434956,2,4.138954862952232
0,0,2,2,0,3.7081916332244873,3.00597882270813,2,4.0861650495789945,1,2.035705551505089,2,1.2026699036359787
0,0,2,2,0,3.6237540245056152,3.272940158843994,3,7.045500504784286,1.6273946166038513,1,2,3.5601617856882513
0,0,2,2,0,4.0583720207214355,3.020812511444092,3,5.032855939120054,1.8177357912063599,2.0027257858309895,1,2.179443978238851
0,0,2,2,0,3.818371534347534,3.135312795639038,4,49.020057305693626,1.8760504126548767,1.0014705882640556,1,1.29799426603131
0,0,2,2,0,3.9150185585021973,2.441089153289795,1,7.60416667163372,0,0,2,1.3645833432674408
0,0,2,2,0,4.694096565246582,2.3071491718292236,2,12.04553734138608,0.0463375523686409,2.075031191110611,1,2.1721311442088336
0,0,2,2,0,4.787658214569092,1.7402995824813843,3,7.054093565791845,0.9791666865348816,3.086904764175415,1,0
0,0,2,2,0,3.6996958255767822,3.6711645126342773,1,4.0037759598344564,0.7193078994750977,2.01029936876148,1,2.082441790960729
0,0,2,2,0,4.0055317878723145,2.9269163608551025,2,8.081951219588518,0.17981961369514465,0.01785043254494667,1,2.170731708407402
0,0,2,2,0,3.660994291305542,2.934786319732666,3,40.06420765072107,0,1,1,2.4986338913440704
0,0,2,2,0,3.3361964225769043,3.128391742706299,4,44,0,1,1,2.6152647733688354
0,0,2,2,0,3.4223062992095947,2.9250829219818115,3,14.280210167169571,0.9700520634651184,2.041015625,1,1.2451838850975037
0,0,2,2,0,3.240245819091797,3.20229434967041,3,7.57324842736125,0.9922077655792236,3.0659090876579285,1,2.307324852794409
0,0,2,2,0,3.773817777633667,2.406198740005493,4,9.546583831310272,0.8013508319854736,3.0178784262388945,3,2.1573498994112015
0,0,2,2,0,4.141386985778809,2.6419379711151123,4,31.018120044842362,0.9702300429344177,2.004961660131812,1,1.1189128002151847
0,0,2,2,0,3.084658622741699,3.4181315898895264,4,32,0,2,2,1.6551724076271057
0,0,2,2,0,3.0398926734924316,2.82657527923584,1,5,1,2.0955593064427376,0,2.5212464332580566
0,0,2,2,0,3.598954677581787,4.065861225128174,4,39.01031894888729,0.47246891260147095,2.0046378527767956,1,1.0811444665305316
0,0,2,2,0,3.8381612300872803,2.1925241947174072,4,42.12740384042263,1,1,2,1.661057710647583
0,0,2,2,0,3.2685418128967285,2.9339935779571533,4,39.004048583097756,0.9186351895332336,2.018810149282217,2,2.131578952074051
1,0,2,2,0,2.8553199768066406,3.1991193294525146,2,18.50938968360424,1.414509803056717,1.0192156862467527,1,1.737089216709137
1,0,2,2,0,2.8408312797546387,3.3076369762420654,1,13.433760687708855,0.08244680613279343,2.00797872338444,0,0.39102564938366413
1,0,2,2,0,3.5709400177001953,3.0728495121002197,1,14.191406235098839,0.07525655627250671,1.014823260717094,2,2.2200520634651184
1,0,2,2,0,4.812103271484375,2.419907331466675,2,14.47722341120243,1.0278094690293074,2.0124073019251227,1,1.3181489408016205
1,0,2,2,0,4.485710620880127,2.427031993865967,2,15.08457712829113,0.2134997546672821,2.0625718533992767,2,2.489552229642868
1,0,2,2,0,3.8192496299743652,3.014859199523926,3,13.441334772855043,0.1780204176902771,2.0379776880145073,1,1.5274488776922226
1,0,2,2,0,3.153163194656372,3.329944133758545,0,14.180428136140108,0.3519904315471649,1.0535767748951912,1,2.642201840877533
1,0,2,2,0,4.316421031951904,2.3479881286621094,3,15.034438790753484,0.06777030229568481,2,2,3.1632653027772903
1,0,2,2,0,3.9721767902374268,2.0585083961486816,0,5.408653844147921,0.050847455859184265,0.021791767328977585,2,0.09134615212678909
1,0,2,2,0,3.4594662189483643,3.1698970794677734,4,14.21796564385295,0.2893467843532562,0.21262603998184204,2,2.458388388156891
1,0,2,2,0,4.0071516036987305,2.768214702606201,4,13.160958930850029,0.2840699851512909,2.058471456170082,1,2.212328761816025
1,0,2,2,0,3.104586601257324,3.1473171710968018,3,14.3448940590024,0.3047052025794983,2.0496031753718853,1,2.8150289058685303
1,0,2,2,0,2.527327299118042,4.53486442565918,2,15,0.046296294778585434,2.0125661371275783,2,2
1,0,2,2,0,4.221417427062988,1.8698922395706177,1,15.208144798874855,0.5655809640884399,2.0083626760169864,2,2.4049773812294006
1,0,2,2,0,3.367640495300293,3.0141754150390625,3,15.05583756417036,0.06703727692365646,2.0977763235569,2,4.184433162212372
1,0,2,2,0,4.168369293212891,2.580390453338623,3,14.144196953624487,0.11919192224740982,2.096565656363964,2,1.3728018701076508
1,0,2,2,0,3.9150185585021973,3.728464365005493,3,16.116435073316097,0.00894829910248518,2.008948299102485,1,1.0689985621720552
1,0,2,2,0,3.737431526184082,2.5688438415527344,1,17.167883213609457,0.03739040717482567,2.0373904071748257,2,1.0291970800608397
1,0,2,2,0,3.0421385765075684,3.3379838466644287,2,14.335593223571777,0.37110668420791626,1.057985421270132,0,1.498305082321167
1,0,2,2,0,4.242189884185791,2.7369556427001953,1,15.164804466068745,0.2180110067129135,2.0885973423719406,2,1.6713221669197083
1,0,2,2,0,3.059645652770996,3.636153221130371,1,14.14462298154831,0.3595532774925232,2.0315610580146313,0,1.578491985797882
1,0,2,2,0,4.43438196182251,2.685253858566284,4,13.957928776741028,0.17210349440574646,2.0274184476584196,2,3.307443380355835
1,0,2,2,0,2.451866865158081,4.363773345947266,1,10.437500014901161,1,1,2,2.1524122804403305
1,0,2,2,0,3.2869081497192383,3.7314934730529785,2,8.025067145004869,0,1.0105179594829679,2,1.0250671450048685
1,0,2,2,0,3.742420196533203,3.3300015926361084,1,15.244274815544486,0.1463366001844406,1.0399281308054924,2,2.034775234758854
1,0,2,2,0,3.349553108215332,2.915748119354248,4,14.167300395667553,0.13017751276493073,2.0670611411333084,2,1.1711026579141617
1,0,2,2,0,3.329343318939209,2.8812568187713623,2,15.096385538578033,0.1529720276594162,1.0799825191497803,2,1.1606425642967224
1,0,2,2,0,4.243769645690918,2.23933744430542,3,15.55810396373272,0.1801699697971344,2.055524080991745,1,2.198776751756668
1,0,2,2,0,3.860729694366455,3.2797234058380127,3,15.149762280285358,1.0106635075062513,1.0297901146113873,1,1.0879556238651276
0,0,4,2,0,1.9242486953735352,5.261138439178467,5,26.018939394503832,0,1.0611080452799797,1,2.0977272717282176
0,0,4,2,0,4.177306175231934,1.879477858543396,0,6.491803288459778,0.9972508549690247,1.0759450197219849,1,1.6088992953300476
0,0,4,2,0,2.816007375717163,3.473708152770996,2,2.1484230048954487,0,1,1,0.4693877696990967
0,0,4,2,0,4.03282356262207,2.6135668754577637,2,3.3207792341709137,0,1,1,1.3636363744735718
0,0,4,2,0,3.6566145420074463,2.625652313232422,3,4.157009348273277,0,2.085848420858383,1,2.3084112107753754
0,0,4,2,0,3.2100369930267334,2.8630075454711914,1,3.0599078349769115,2,2.083415113389492,1,1.5967742204666138
0,0,4,2,0,3.4793922901153564,2.8973348140716553,3,1,1,2,1,2
0,0,4,2,0,2.784393787384033,3.5381715297698975,3,5.034111309796572,0.5279660820960999,1.0902542397379875,1,0.6624775528907776
0,0,4,2,0,3.306886672973633,2.8585312366485596,1,3.1491596698760986,0,2,1,0.14705882966518402
0,0,4,2,0,4.017463684082031,2.921790361404419,0,9.056201536208391,0.24296416342258453,2.025511236861348,2,2.3633720874786377
0,0,4,2,0,3.3024814128875732,2.1528396606445312,0,3.3760683834552765,1,2,1,0.6965811848640442
0,0,4,2,0,4.493031024932861,2.15205979347229,3,6.183355003595352,1,2.013834400102496,1,1.2613784074783325
0,0,4,2,0,4.174848556518555,2.0866429805755615,4,0.24427481181919575,0,2,1,1
0,0,4,2,0,3.3745110034942627,3.000513792037964,3,8.11754684895277,0,1,1,0.0051107327453792095
0,0,4,2,0,3.0717668533325195,2.5486340522766113,3,3.1992753595113754,0,1.0473251044750214,2,2.7898550629615784
0,0,4,2,0,3.336836576461792,3.9250905513763428,3,4.075789496302605,0.036729421466588974,1.0219638235867023,1,0.08210526406764984
0,0,4,2,0,3.1599748134613037,2.9425840377807617,3,8.147651001811028,0,0.2249622493982315,1,0
