time,treatment,District,Region,city,lnarea,lnpopden,index_infra,index_agric,index_health,index_education,index_comms,index_bus_dev,totalland
0,1,103,1,1,1.9558604955673218,5.2990241050720215,3,8.06713780760765,0.039296407252550125,3.0014970060437918,3,1.1554770357906818,495
0,1,103,1,1,1.667706847190857,5.786434173583984,3,12,0,2,2,3.229299370199442,431
0,1,103,1,1,2.309560775756836,4.507174968719482,3,7,0,2.0008198961731978,2,2.3231106102466583,639.10003662109375
0,1,103,1,1,2.111424684524536,5.584787845611572,3,9.75000000745058,0.013483146205544472,1.0107865165919065,3,4.3031818093732,635.5999755859375
0,1,103,1,1,1.3110319375991821,6.1214518547058105,3,12,0,0,2,0,285.1000061035156
0,1,103,1,1,2.404238700866699,5.388110160827637,3,22.043765482259914,1.1516153365373611,1.011335726827383,2,1,696.70001220703125
1,1,103,1,1,2.116255521774292,5.701772212982178,3,17,1,1.001136492821388,2,2.140040248632431,595.4000244140625
1,1,103,1,1,1.667706847190857,5.732302665710449,3,32,0,1,2,2.1100244522094727,430.9000244140625
1,1,103,1,1,1.3137236833572388,6.123482704162598,3,6.005889281630516,0,2.0006062443135306,2,2.432273268699646,284.5
0,1,103,1,1,2.267993688583374,5.526829719543457,2,21.02059308066964,0.19804449379444122,1.0053876084275544,2,2.6474464354105294,660
1,1,103,1,1,2.267993688583374,5.526829719543457,2,13.969110386446118,0.1165803074836731,1.0229174979031086,2,1.1762767732143402,690
0,1,103,1,1,1.3862943649291992,5.77377462387085,3,11,0.00827814545482397,2.0062086093239486,2,2.4390054512768984,345.6000061035156
1,1,103,1,1,1.9878743886947632,5.476062297821045,3,6.91399085521698,0.1035524234175682,2.010786710307002,2,1.3853211076930165,618.70001220703125
0,1,103,1,1,1.9772703647613525,5.469898223876953,3,7,0,1.0010155229829252,2,1.2081632721237838,576.50006103515625
1,1,103,1,1,1.383791208267212,5.309532642364502,4,7.89219331741333,0.14812538027763367,1.0522433929145336,1,1.3345724940299988,283.29998779296875
0,1,103,1,1,2.9595868587493896,4.689629554748535,3,5,1.002925687469542,2.0046811001375318,2,1.0466889010276645,1369.89990234375
0,1,103,1,1,1.3850435018539429,5.302064895629883,3,10,0,1,2,1.2730673449113965,293.8999938964844
1,1,103,1,1,1.8148247003555298,5.830094814300537,4,15.106698567047715,0.02259887009859085,2.0023854363244027,3,3,541.5
0,1,103,1,1,1.8405497074127197,5.731953144073486,3,6,0.07026298344135284,2.002562373643741,2,4.165123462677002,531
1,1,103,1,1,6.30444860458374,1.1268508434295654,4,23.005924170836806,0.024904532358050346,2.002490453189239,3,2.018364928662777,427.3000183105469
0,1,103,1,1,1.6992785930633545,5.669692039489746,4,8.000630517024547,0.2055513858795166,1.0110652660951018,2,2.0933165177702904,427.5000305175781
1,1,103,1,1,1.8421356678009033,5.757265567779541,4,9.790185272693634,0,3.0097560975700617,1,2.1071607396006584,497.1000061035156
0,1,103,1,1,1.82131826877594,5.712375640869141,4,4.00641711242497,1.2087392210960388,1.0236571114510298,2,0.1475935811176896,605.5
0,1,103,1,1,1.8148247003555298,5.842458248138428,3,9.022684309631586,0.01652553863823414,2.008740780875087,2,2.2055765576660633,541.9000244140625
0,1,103,1,1,1.6409364938735962,5.5291829109191895,4,53.03846153989434,0.026345932856202126,2.0045819017104805,2,1,363
0,1,103,1,1,1.8196988105773926,5.695645809173584,4,8.024509804323316,0.01875521056354046,3.01055848877877,2,1.2189542553387582,508.6000061035156
1,1,103,1,1,6.246687889099121,0.9118260741233826,1,13.999999985098839,0.049291785806417465,1.0109537299722433,2,1.2217898815870285,338.29998779296875
1,1,103,1,1,1.8245493173599243,5.702706813812256,3,7.066200217232108,1.0448351055383682,2.017715997993946,2,2.075349840801209,513.4000244140625
1,0,104,1,0,1.9591083526611328,5.495032787322998,3,18.088592939078808,0.006271951831877232,2.0195684898644686,2,2.5790387988090515,486.5
1,0,104,1,0,2.4423470497131348,5.18617057800293,3,5.035992216318846,0.00919264554977417,1.0064948042854667,1,1,924
0,0,104,1,0,2.4501426219940186,5.224939346313477,3,8,0,2,1,1.2321262806653976,956
0,1,104,1,0,2.041220188140869,5.310579776763916,4,5.150737650692463,0.28123340010643005,1.0233918130397797,2,4,525
1,1,104,1,0,1.9726911783218384,4.972359657287598,2,8.081888243556023,1.074705109000206,1.0078636957332492,2,2.0202312134206295,539.5999755859375
1,1,104,1,0,2.042518138885498,5.364799499511719,4,7.01152912620455,0.19342359900474548,1.0232108309864998,2,3.0946601927280426,523.5
0,1,104,1,0,2.2894997596740723,4.922056674957275,3,5.018450183793902,0.255517840385437,1.016638370230794,2,2.028044279664755,772.39996337890625
1,1,104,1,0,2.602689743041992,4.509637832641602,3,6.025264874100685,1.0998189225792885,2.0248981434851885,2,0.03585981950163841,1180
0,1,104,1,0,2.580216884613037,4.936760425567627,4,5.014138118363917,0.16748309135437012,0.006064847111701965,2,1.0875475779175758,984.49993896484375
0,1,104,1,0,1.6292405128479004,5.3683552742004395,4,5,0.18639855086803436,3.023723451420665,1,2.1243144422769547,397.800048828125
1,1,104,1,0,2.2894997596740723,4.961845397949219,2,7.015602837316692,1.2090337872505188,1.0290371887385845,2,1.0290780141949654,776.00006103515625
0,1,104,1,0,1.763016939163208,5.575870990753174,4,6.1747888177633286,0.0034406825434416533,1.0134874759241939,1,3.005847953259945,408.5999755859375
0,1,104,1,0,2.088029623031616,5.243685245513916,4,5,0.0692543089389801,2.0098244482651353,2,3.233638748526573,601.5999755859375
0,1,104,1,0,2.602689743041992,4.356709003448486,3,5,1.0368505381047726,1.0201419088989496,1,1.0417853742837906,1180.60009765625
1,1,104,1,0,2.581730842590332,4.996414661407471,4,7.011253196746111,0.15495190024375916,0.006338426843285561,2,1.0782608687877655,1071.199951171875
1,1,104,1,0,2.08815336227417,5.348464012145996,4,8.020624632015824,1.1990635842084885,2.0163117349147797,2,3.0365350618958473,588.20001220703125
1,1,104,1,0,1.6292405128479004,5.380168437957764,4,8.00542005430907,0.193247452378273,1.017992002889514,3,4.083107501268387,399.6000061035156
1,1,104,1,0,1.7681496143341064,5.59259033203125,3,6.0133502865210176,0.09304729849100113,2.014732489362359,2,2.2225047647953033,408.1000061035156
0,1,104,1,0,2.029463291168213,4.800330638885498,3,7.181621626019478,1.0101671935990453,1.0176231358200312,2,1.1243243217468262,539.70001220703125
1,1,104,1,0,2.2300143241882324,4.923819541931152,2,8,0.042598508298397064,2.115370959043503,2,1.4964816272258759,780.699951171875
0,1,104,1,0,2.2332351207733154,4.843418598175049,4,8.422297298908234,0,1.0962800905108452,2,0,780.699951171875
1,1,104,1,0,2.314711332321167,5.305994033813477,1,15,0,0,1,2,796.699951171875
0,1,104,1,0,2.314513683319092,5.098853588104248,3,15,0,0,1,2,795.300048828125
0,1,104,1,0,1.8033586740493774,5.549082279205322,4,10,1.0145475706085563,1.0254582483321428,3,1,490
1,1,104,1,0,1.801709771156311,5.653588771820068,3,14,0.005174644291400909,1.0034497629385442,3,2.0277617126703262,489.3999938964844
1,1,104,1,0,1.9919755458831787,5.355968475341797,1,7,0.0764823853969574,1.0176167283207178,2,0,582.70001220703125
1,1,104,1,0,2.0028305053710938,5.334757328033447,3,5.662329196929932,0.07246376574039459,1.028985507786274,2,0.6909563988447189,593.0999755859375
0,1,104,1,0,1.9919755458831787,5.347562313079834,3,5,0.2365356683731079,2.0045123724266887,2,1.5246753096580505,488.1999816894531
1,1,104,1,0,1.8855533599853516,5.450080394744873,1,12,0.004208998754620552,1.0026124818250537,2,1.0202086046338081,520.20001220703125
0,1,104,1,0,2.0028305053710938,5.162662982940674,3,10.154559507966042,1,1.0296461004763842,3,1.927357017993927,468.79998779296875
0,1,104,1,0,1.8855533599853516,5.404057025909424,3,7,1.114621601998806,2.0049963262863457,3,0.18907849490642548,537.20001220703125
0,1,104,1,0,2.2512917518615723,5.526500701904297,3,62.08839547634125,0.04872451350092888,1.010680554434657,2,1.0209467951208353,748
1,1,104,1,0,2.4697930812835693,5.40266227722168,3,6,0.0017156497342512012,2.0052215424366295,1,2.0152439028024673,682.9000244140625
0,1,104,1,0,3.8684890270233154,2.8988540172576904,2,4,0.002690583001822233,1.008968610316515,2,1.03222094476223,304.6999816894531
1,1,104,1,0,2.2512917518615723,5.564722061157227,3,9.101612903177738,0.002967862179502845,0.012719409540295601,1,1.0806451588869095,763.4000244140625
0,1,104,1,0,3.802208185195923,3.360964298248291,2,14.968241691589355,2,0,1,2.3764523565769196,3574.400146484375
0,1,104,1,0,2.468946695327759,5.32711124420166,4,9.078979842364788,1.0015564202331007,1.0035019456408918,2,2.0411353334784508,967.70001220703125
1,1,104,1,0,3.8018956184387207,3.480865478515625,3,5.697594522498548,0,2.1542553156614304,1,1.3573883175849915,3497.39990234375
0,1,104,1,0,1.665818214416504,6.336206436157227,4,21,0,2,2,4,406.4000244140625
0,1,104,1,0,2.332144021987915,5.275237560272217,4,18,0,0,3,0,783.99993896484375
0,1,104,1,0,1.6134299039840698,5.676180362701416,2,14.384982943534851,0.18351498246192932,0,2,1.1924914717674255,366.5999755859375
0,1,104,1,0,1.0986123085021973,6.118097305297852,4,13,0,2,2,1,230.90000915527344
1,1,104,1,0,2.3025851249694824,5.370637893676758,3,15.024186046794057,0,0,2,0.024186046794056892,714.20001220703125
1,1,104,1,0,1.0888985395431519,6.269932270050049,3,6,0.03477051481604576,1.0365090407431126,2,1,224.3000030517578
1,1,104,1,0,2.003774642944336,5.985785961151123,3,14,0.008603774011135101,0.004679245408624411,3,2.203389823436737,655.9000244140625
1,1,104,1,0,2.2586331367492676,5.425230979919434,4,15,0.10259567201137543,0,2,1,662.89996337890625
0,1,104,1,0,1.6042243242263794,5.7908830642700195,3,6.8660933412611485,0.05361855775117874,2.0112515622749925,3,3.2223587185144424,439.10003662109375
0,1,104,1,0,2.0028305053710938,5.888874053955078,2,21,0,1,2,1.0601869150996208,627.20001220703125
1,1,104,1,0,1.5168839693069458,5.825247764587402,3,8,0.028785262256860733,1.0309441573917866,2,1.12629534304142,359.2999572753906
1,1,104,1,0,1.604425311088562,5.799853801727295,3,14.052343275398016,0.05887560918927193,2,2,2,496.79998779296875
0,1,104,1,0,2.1747517585754395,5.395175933837891,2,7,0,1,2,2,667.09991455078125
1,1,104,1,0,1.266947627067566,5.967950820922852,4,20,0,1,2,0,106
1,1,104,1,0,2.140066146850586,5.455321311950684,2,6,0.07318191975355148,1,2,1,682.60003662109375
0,1,104,1,0,2.212660312652588,5.800351619720459,4,14,0.02885950170457363,3.0111054284498096,2,2.017549669370055,869.9000244140625
1,1,104,1,0,1.9726911783218384,5.696804046630859,4,15.106442578136921,0.038390662521123886,2.015868140384555,3,0.5158730186522007,558.5999755859375
1,1,104,1,0,2.033397674560547,5.721084117889404,4,13.167238429188728,0.01536631304770708,0.006047387607395649,3,2.083619214594364,652.4000244140625
1,1,104,1,0,2.212660312652588,5.803987503051758,3,18.221049159765244,0,3.0126537289470434,3,4.045199602842331,759.79998779296875
0,1,104,1,0,2.1397130489349365,5.473117828369141,4,8,0.044257111847400665,3.0052687036804855,2,1.1235177889466286,696.5999755859375
0,1,104,1,0,1.266947627067566,5.952694416046143,4,12.848462644964457,0.2501389682292938,1.0034741524141282,2,1.8323572278022766,165.39999389648437
0,1,104,1,0,1.971299409866333,5.695858955383301,4,9.17173607647419,0.0430007241666317,1.026422131806612,3,1.244267666246742,632.5999755859375
0,1,104,1,0,1.6612709760665894,5.930086135864258,1,11.00605754647404,0.04877482354640961,0.016258275136351585,3,3.084805652499199,447.70001220703125
1,1,104,1,0,1.6614609956741333,5.940441131591797,3,11.121878124773502,0,0.011671335436403751,3,3.0349650345742702,435.29998779296875
0,1,104,1,0,2.033397674560547,5.453215599060059,3,14.112107624765486,0.11757978796958923,2.038881380110979,3,4.307174891233444,646.29998779296875
1,0,104,1,0,2.530517101287842,5.578707695007324,3,8,0.03458347171545029,2.00803186185658,2,1.0096240602433681,885.7999267578125
0,0,104,1,0,1.9823799133300781,5.656781196594238,4,5.682386934757233,0.0028248587623238564,1.0112994350492954,2,1,371.6000061035156
1,0,104,1,0,2.6217658519744873,5.672783851623535,3,8,6.674824981018901e-4,1.0069529423490167,2,2.0129935033619404,632
0,0,104,1,0,1.1151416301727295,5.838542461395264,4,5.912129878997803,0.0032693094108253717,2.0049039642326534,3,1,244.5
1,0,104,1,0,1.1410330533981323,5.829697132110596,3,4,0.0050679100677371025,2.008716804906726,3,0.28169015049934387,260.5
0,0,104,1,0,2.0028305053710938,5.657283782958984,3,11.101790764601901,0.013247539289295673,1.0081377746537328,2,2.0706880316138268,385.5999755859375
0,0,104,1,0,2.577941417694092,5.332282066345215,4,7.079266056418419,0,2.0517380759119987,2,1,891.5
0,0,104,1,0,2.6217658519744873,5.6317219734191895,3,9.090601406991482,0,1.0167335234582424,2,3.0002603488683235,716.79998779296875
1,0,104,1,0,2.0451087951660156,5.81815767288208,3,13,0.0040558078326284885,0.004866969306021929,2,1.0192307699471712,651.300048828125
0,0,104,1,0,2.042518138885498,5.756824970245361,3,11,0,0,2,3,528.0999755859375
0,0,104,1,0,2.530517101287842,5.589774131774902,4,7.890243887901306,0.009349129162728786,1.0093491291627288,2,1.0154669843614101,885.7999267578125
1,0,105,1,0,4.113656997680664,4.256195545196533,4,13,1,3,3,4,524
1,0,105,1,0,1.479329228401184,6.599359035491943,4,7,0,1,3,1.0930232554674149,430
0,0,105,1,0,0.9932518005371094,6.227853298187256,4,5,0.005194805096834898,1.006168831139803,2,1,191.10000610351562
0,0,105,1,0,1.937301754951477,6.364468097686768,4,14,0.021308252587914467,3.000637653458398,3,4,564
1,0,105,1,0,0.9932518005371094,6.2358622550964355,3,3.050036258995533,0,0.0056026894599199295,1,1.0398839749395847,157.89999389648437
0,0,105,1,0,1.479329228401184,6.480645179748535,3,7,0.003369524609297514,2.0019655560608953,3,3.0017458100337535,301
1,0,105,1,0,2.28340220451355,5.662507057189941,2,5.254603400826454,0,2.0111083881929517,3,3,981
0,0,105,1,0,2.6837575435638428,4.465373992919922,4,14.008641005086247,0.006425702944397926,2.080321282148361,3,4.090337783098221,664.70001220703125
1,0,105,1,0,2.6837575435638428,4.524842739105225,3,10.034048851579428,0.003566066036000848,2.013138137757778,3,4.279792755842209,666.0999755859375
0,0,105,1,0,2.998727798461914,4.830902576446533,4,5,0.005137553904205561,1.0042260522022843,2,1.1913285553455353,950
0,0,105,1,0,1.2837077379226685,5.704705238342285,4,3,0.298852801322937,3.1429127007722855,2,3,300
0,0,105,1,0,2.51446533203125,4.6948747634887695,4,16,8.077544625848532e-4,1.0080775441601872,2,3.044378697872162,717.89996337890625
1,0,105,1,0,1.2993738651275635,6.171419620513916,4,5,0.08077544718980789,1.0534360632300377,2,2.1793849635869265,366.70001220703125
1,0,105,1,0,2.29394793510437,5.411314487457275,3,7,0,3.014691478572786,2,1.0094594592228532,448
0,0,105,1,0,3.281662940979004,4.493192672729492,4,7,0.016236867755651474,2.0114613184705377,3,3.028571428731084,1911.699951171875
1,0,105,1,0,3.281662940979004,4.576977729797363,4,8,0.01091379951685667,2.0102663710713387,3,3.0463678501546383,1913.5
0,0,105,1,0,2.222459077835083,4.880040168762207,1,12,0.04296804592013359,2.019137028604746,3,3.0205761324614286,566.5999755859375
0,0,105,1,0,1.7613003253936768,5.633807182312012,3,9,1.1592568010091782,3.021499667316675,3,3.164004907011986,360
0,0,105,1,0,1.7578579187393188,5.891834735870361,3,6.142857149243355,0.1190476194024086,2.018791813403368,3,4.28571429848671,500
0,0,105,1,0,3.0605833530426025,5.08612585067749,3,6,0,2,2,3,1940.800048828125
1,0,105,1,0,3.062455892562866,5.125955581665039,4,6.093914978206158,0,2.0331169702112675,2,3.0730758532881737,1944.300048828125
1,0,105,1,0,2.51446533203125,4.700774669647217,2,4,0,1,2,2.072058826684952,627.5
1,0,105,1,0,1.2837077379226685,5.727506160736084,3,5.121731293387711,0.09727626293897629,2.0525291822850704,3,3.2795311212539673,293.6000061035156
1,0,105,1,0,4.525043964385986,2.6225149631500244,2,13,0.18617886304855347,2.0642276406288147,3,3.162077099084854,566.5999755859375
1,0,105,1,0,1.597365379333496,5.636090278625488,4,6.1126353815197945,0.0015693112509325147,1.0043591978028417,2,0.19855596125125885,334
1,0,105,1,0,1.818076729774475,6.218173027038574,4,5.018764153122902,0.0022366188932210207,2.0016967452829704,3,3.0757036581635475,510.20001220703125
0,0,105,1,0,1.8976198434829712,5.695754528045654,3,4,0.026828372851014137,1.013720446266234,2,2.161209061741829,559.70001220703125
0,0,105,1,0,1.8531681299209595,5.651773929595947,4,7,0.0019554165191948414,3.0014339721528813,3,2.061640065163374,518
0,0,105,1,0,1.5953389406204224,5.612520694732666,4,5,0.2618296444416046,2.0029793200083077,2,1.249629631638527,345
1,0,105,1,0,1.8205089569091797,5.697555065155029,4,6,1.0023009076248854,3.0043461588211358,2,2.0814774548634887,449.1000061035156
0,0,105,1,0,1.818076729774475,6.190953731536865,3,9.00232712761499,0.0023822758812457323,2.0032557770609856,3,3.0631648916751146,509
1,0,105,1,0,1.8976198434829712,5.701781272888184,3,7,9.24000923987478e-4,2.0021945021580905,2,2.059088632464409,560.79998779296875
0,0,105,1,0,1.7119945287704468,6.409188747406006,3,5.00029717682628,0.0508573092520237,3.002106945728883,3,5.099554232787341,467
1,0,105,1,0,1.2612978219985962,6.2972187995910645,3,5.0250391233712435,0.040832456201314926,2.0046101161278784,1,3.036515388637781,262.6000061035156
1,0,105,1,0,1.7119945287704468,6.522835731506348,4,3.014058355242014,0.04814305528998375,3.001237964257598,3,5.08355437964201,475.29998779296875
0,0,105,1,0,1.425515055656433,5.906199932098389,4,3,0.005395428277552128,1.002839698921889,3,3.006544502452016,202
0,0,105,1,0,1.2641266584396362,6.074761390686035,4,7,0.00319488812237978,2.0037505209911615,1,2.0233918130397797,274
